MaxKL,MaxReturn,ItrTime,NumTrajs,LossBefore,StdReturn,AveragePolicyStd,MinReturn,LossAfter,TotalExecTime,MeanKL,Time,Perplexity,ExplainedVariance,Entropy,AverageReturn
4.0417,1500.0,5.150668382644653,20,0.0156979,545.779259408,0.95435,0.0,-0.0748117,5.061360836029053,0.502404,5.150670528411865,15.4937,0.465830349065,2.74043,575.0
0.126424,3200.0,4.7449681758880615,20,0.0139451,807.217442824,0.961607,0.0,0.000680294,4.6769304275512695,0.0172999,9.89799427986145,15.7388,0.744562916321,2.75613,1180.0
0.0926577,3100.0,4.940784454345703,20,-0.00472211,840.297566342,0.965497,0.0,-0.0135476,4.90321946144104,0.0140207,14.84381914138794,15.849,0.722922561174,2.7631,1530.0
0.0979614,4000.0,4.900452613830566,20,-0.00854787,1017.28806147,0.964366,0.0,-0.0207187,4.87026834487915,0.0324649,19.746819019317627,15.8116,0.558334634091,2.76074,2025.0
0.315521,7900.0,4.927030324935913,20,0.00154088,2224.72470207,0.962341,0.0,-0.032922,4.8807289600372314,0.135978,24.677936553955078,15.7441,0.472689507693,2.75647,4140.0
0.703919,19200.0,4.854234933853149,20,-0.0110479,7549.76158564,0.962645,0.0,-0.0400755,4.805205583572388,0.123809,29.537031412124634,15.7563,0.757394797592,2.75724,10090.0
0.308255,21900.0,4.909466505050659,20,0.0079749,10007.21115,0.960336,0.0,-0.00302169,4.867101192474365,0.0259875,34.45030665397644,15.6695,0.793481263932,2.75171,8935.0
