MinReturn,ExplainedVariance,NumTrajs,Time,ItrTime,MaxKL,MaxReturn,StdReturn,Perplexity,LossBefore,TotalExecTime,LossAfter,MeanKL,Entropy,AveragePolicyStd,AverageReturn
0.0,0.282940671551,20,17.249002695083618,17.249009609222412,37.5655,1000.0,217.944947177,17.1021,-0.000378855,16.92175054550171,0.0239886,0.266847,2.8392,1.00066,50.0
0.0,0.386355289816,20,34.804490089416504,17.54364776611328,996.771,1200.0,349.678423698,17.0956,0.0219019,17.29823589324951,1.48441,7.94136,2.83882,1.00047,135.0
0.0,0.558249587453,20,51.69347524642944,16.870428562164307,12704.4,3900.0,901.595807444,17.2839,-0.00735102,16.668163061141968,-65.493,112.454,2.84977,1.00597,275.0
0.0,0.566687429148,20,68.67691564559937,16.952781438827515,0.00380488,1900.0,684.306218005,17.2205,-0.0197558,16.792828798294067,-0.021021,0.000645327,2.8461,1.00412,415.0
0.0,0.423695704733,20,85.71052145957947,17.012268781661987,59783.3,5400.0,1174.93616848,17.0512,0.00281146,16.77952742576599,270.943,1023.48,2.83622,0.999172,405.0
0.0,0.505192251245,20,102.63729166984558,16.898209810256958,7940.48,1400.0,342.746261832,17.0752,-0.0131794,16.722131490707397,19.6453,70.2172,2.83763,0.999887,145.0
0.0,1,20,119.23951554298401,16.563771963119507,0.0,0.0,0.0,16.963,-0.0,16.34112811088562,-0.0,0.0,2.83104,0.996587,0.0
