MeanKL,ExplainedVariance,Time,LossBefore,AverageReturn,ItrTime,NumTrajs,AveragePolicyStd,MaxReturn,TotalExecTime,StdReturn,Entropy,LossAfter,MaxKL,Perplexity,MinReturn
1.19729,0.285691383087,14.681610584259033,0.00844228,50.0,14.681615114212036,20,1.00066,400.0,14.380496501922607,107.238052948,2.8392,-0.229282,141.627,17.1021,0.0
0.141407,0.18585288825,29.729801416397095,0.00119065,20.0,15.040301084518433,20,1.00495,200.0,14.852401733398438,60.0,2.84764,0.00243759,13.5615,17.2471,0.0
9.21161,0.268405774421,43.87797141075134,-0.00626732,110.0,14.11962890625,20,1.00523,700.0,14.032485008239746,207.123151772,2.84824,2.44102,1073.51,17.2573,0.0
1.43685,0.0747867359643,58.26413822174072,0.00622442,50.0,14.369078636169434,20,1.00364,800.0,14.316664695739746,177.482393493,2.8451,0.178224,152.997,17.2034,0.0
6.09171,0.1889867477,72.7760317325592,0.0116104,70.0,14.497416257858276,20,1.00521,700.0,14.411900281906128,167.630546142,2.84822,1.07266,572.033,17.257,0.0
0.000118186,0.300220859337,86.50345826148987,-0.00402694,50.0,13.710259437561035,20,1.00816,500.0,13.672903060913086,128.452325787,2.85402,-0.00476767,0.00112898,17.3575,0.0
0.141506,0.272267956092,99.69648885726929,-0.0168588,55.0,13.187915563583374,20,1.00722,500.0,13.152127742767334,128.35497653,2.85201,0.00523472,24.4478,17.3225,0.0
