Entropy,MaxKL,MinReturn,AverageReturn,MeanKL,StdReturn,Time,ExplainedVariance,AveragePolicyStd,MaxReturn,Perplexity,ItrTime,LossBefore,TotalExecTime,LossAfter,NumTrajs
2.79458,23.3021,0.0,975.0,0.846347,523.808170994,7.3753821849823,0.27643340672,0.982009,2300.0,16.3558,7.375387668609619,0.0225147,7.312072515487671,-0.10469,40
2.8171,1.97225,400.0,2832.5,0.0744489,1443.84685822,15.187589883804321,0.562565122452,0.991605,5000.0,16.7282,7.804908752441406,0.00739466,7.640764474868774,-0.0234295,40
2.82079,10.8572,100.0,2827.5,0.10315,1576.38629466,23.038806200027466,0.590604732875,0.993732,5400.0,16.7902,7.847336769104004,-0.00988492,7.753651857376099,-0.0527516,40
2.81585,31.9872,400.0,3517.5,0.0943442,1132.89176447,30.318506479263306,0.590819051571,0.99164,5800.0,16.7074,7.270850658416748,-0.0424866,7.134373188018799,-0.0783653,40
2.79461,12.7463,1500.0,3792.5,0.111255,982.697181231,37.71682071685791,0.671062436405,0.98065,5200.0,16.3562,7.393918514251709,-0.0320774,7.336055517196655,-0.0682307,40
2.77857,25.9002,300.0,3565.0,0.213958,1219.74382556,44.993891954422,0.653678470669,0.972597,5700.0,16.096,7.271255016326904,-0.0649216,7.152679681777954,-0.120972,40
2.74611,0.914935,100.0,3465.0,0.0641837,1462.11319671,52.14097261428833,0.607481950906,0.95654,5600.0,15.5819,7.142809629440308,-0.0108789,7.078570127487183,-0.0398723,40
