1ProcessExecTime,1AveragePolicyStd,0Perplexity,MeanKLBefore,LossAfter,0ProcessExecTime,0AverageReturn,0NumTrajs,1MinReturn,0StdReturn,0EnvExecTime,0MinReturn,MeanKL,1StdReturn,1Entropy,1ExplainedVariance,dLoss,ItrTime,Time,0PolicyExecTime,1PolicyExecTime,1EnvExecTime,1Perplexity,1NumTrajs,0MaxReturn,0AveragePolicyStd,1MaxReturn,ComputeUpdatedDistTime,0Entropy,1AverageReturn,0ExplainedVariance,LossBefore
1.3914034366607666,1.00121,17.0795,7.27598425954e-10,-0.00177713192534,1.4157054424285889,25.0,1200,0.0,220.586339861,34.319509744644165,0.0,0.0071519962512,207.208278873,2.84029,0.00399901371145,0.00177713303128,210.12481594085693,210.12481141090393,53.4482147693634,77.87417364120483,34.16036534309387,17.1207,1200,3500.0,1.0,4200.0,0.8571743965148926,2.83788,21.75,0.0101298474976,1.10594555736e-09
1.3759689331054688,1.00026,17.1366,-9.31324350972e-10,-0.00208344543353,1.404973030090332,25.6666666667,1200,0.0,241.124909999,33.83552575111389,0.0,0.00692676613107,182.343921082,2.83835,0.00839735535502,0.00208344624843,217.1445393562317,429.71725583076477,52.44525861740112,86.07425546646118,34.18227171897888,17.0875,1200,3800.0,1.00168,3400.0,0.1217508316040039,2.84122,15.8333333333,0.00805660569585,8.14907252789e-10
1.4049384593963623,0.993421,16.8162,-4.94764940129e-09,-0.00240395171568,1.4336988925933838,20.25,1200,0.0,188.719202786,34.16516733169556,0.0,0.00994391273707,187.875549825,2.82461,0.00751406666937,0.00240395119181,209.31125378608704,641.2411890029907,45.63565135002136,83.82188010215759,34.399272203445435,16.8543,1200,3400.0,0.992287,2700.0,0.11519527435302734,2.82234,21.6666666667,0.00416682388103,-5.23868948221e-10
1.429513692855835,0.990702,16.767,-1.1641583253e-09,-0.00256490940228,1.4371325969696045,41.25,1200,0.0,325.689173139,34.16420316696167,0.0,0.00670064799488,285.922289365,2.81882,0.00314212097447,0.0025649095769,209.3018901348114,852.7179973125458,47.93817639350891,83.57604384422302,34.629188537597656,16.7571,1200,4400.0,0.991104,5000.0,0.12403345108032227,2.81941,35.3333333333,0.0107355256031,1.7462298274e-10
1.504277229309082,0.995205,16.9028,1.52655665886e-16,-0.0024167499505,1.525115728378296,48.5833333333,1200,0.0,307.323922036,35.60181021690369,0.0,0.00652618333697,314.243536131,2.82667,0.0176593361912,0.00241674890276,234.03840565681458,1089.240538597107,60.46146893501282,92.63418912887573,36.00908446311951,16.8891,1200,5300.0,0.99559,5000.0,0.1218113899230957,2.82748,49.0,0.0064911169917,-1.04773789644e-09
1.4976842403411865,0.994467,16.8442,2.79396794589e-09,-0.00146644003689,1.5342168807983398,42.0833333333,1200,0.0,282.437001333,35.65787887573242,0.0,0.00645379489288,316.696917415,2.82558,0.00456246885071,0.00146644026972,235.2638065814972,1327.0662393569946,68.40075206756592,85.75101113319397,36.05309247970581,16.8707,1200,4000.0,0.993698,3500.0,0.12159180641174316,2.82401,48.25,0.00670787642008,2.32830643654e-10
1.4964072704315186,0.963195,15.7996,-1.51340084908e-09,-0.00171717698686,1.5210700035095215,46.5,1200,0.0,315.733669411,35.84578824043274,0.0,0.00683716777712,366.861463407,2.76026,0.00433202046746,0.00171717498597,240.09662628173828,1569.7794528007507,68.57567477226257,89.96336030960083,36.330954790115356,15.8039,1200,4200.0,0.963072,4900.0,0.13295292854309082,2.75999,64.0,0.0073118029319,-2.0008883439e-09
1.522059679031372,0.95783,15.632,9.31322130526e-10,-0.00194433226716,1.521620750427246,67.5833333333,1200,0.0,382.022023434,35.68217706680298,0.0,0.00941706169397,445.988290828,2.74882,0.00751081522787,0.00194433121942,237.54143404960632,1809.8530721664429,64.29028344154358,92.02828073501587,36.296337366104126,15.6242,1200,4800.0,0.958145,6400.0,0.14513444900512695,2.74932,83.3333333333,0.00644496441084,-1.04773789644e-09
1.4879846572875977,0.962961,15.8642,-5.12227815719e-09,-0.00205468479544,1.5283443927764893,68.3333333333,1200,0.0,366.30664143,35.9446747303009,0.0,0.00802494771779,426.841077634,2.75842,0.00680484075286,0.00205468572676,236.3187873363495,2048.756577014923,61.56986927986145,91.58472871780396,36.50767993927002,15.7749,1200,5000.0,0.965649,4800.0,0.11140727996826172,2.76406,79.8333333333,0.010311689247,9.31322574615e-10
1.5067858695983887,0.960223,15.7542,4.07453271123e-09,-0.00174941646401,1.544257402420044,61.5,1200,0.0,346.002528892,36.016313791275024,0.0,0.0068122134544,429.086812959,2.75413,0.00797244186879,0.00174941652222,236.81297183036804,2287.959727048874,64.99531078338623,88.76356315612793,36.11036515235901,15.7074,1200,4200.0,0.961724,4900.0,0.14608407020568848,2.75711,84.4166666667,0.00592470874442,5.82076609135e-11
1.483020544052124,0.95456,15.4276,1.8044373773e-09,-0.00176668958738,1.5056421756744385,51.75,1200,0.0,293.820133472,35.84404635429382,0.0,0.00999879930168,445.234574566,2.74207,0.00658614476277,0.00176668804488,235.6190004348755,2526.1605291366577,64.32996034622192,88.8415641784668,36.22326898574829,15.5191,1200,3100.0,0.95174,5100.0,0.1284334659576416,2.73616,93.5833333333,0.00509719582011,-1.54250301421e-09
1.5243096351623535,0.953115,15.3349,1.86264514923e-09,-0.00248960102908,1.5314509868621826,93.8333333333,1200,0.0,465.881213997,36.18671107292175,0.0,0.0087656667456,452.548339959,2.7336,0.00573283183208,0.00248960286262,238.073566198349,2766.604805469513,65.4784951210022,89.96673679351807,36.24916625022888,15.3881,1200,5700.0,0.951405,4500.0,0.13959765434265137,2.73013,100.0,0.00472136326883,1.83354131877e-09
1.4159014225006104,0.952134,15.3966,-7.45061701224e-09,-0.0017766111996,1.5223383903503418,78.0,1200,0.0,415.470817266,36.04718208312988,0.0,0.00650804955512,419.928532279,2.72953,0.00663794766835,0.00177660991903,215.49022722244263,2984.5375277996063,61.69339561462402,73.19502305984497,34.012911319732666,15.3257,1200,4200.0,0.954445,4800.0,0.12931585311889648,2.73415,94.8333333333,0.00509521951922,-1.2805685401e-09
1.3314063549041748,0.953581,15.2702,4.09782003885e-08,-0.00187772884965,1.3792579174041748,77.8333333333,1200,0.0,393.563174373,32.50548076629639,0.0,0.00671347603202,449.535284735,2.72954,0.00716146717148,0.00187772697245,183.7318720817566,3170.5578339099884,43.09647798538208,64.72071957588196,32.610443353652954,15.3258,1200,5300.0,0.951546,4000.0,0.10796713829040527,2.7259,107.166666667,0.00642050460589,-1.87719706446e-09
1.3365857601165771,0.95192,15.2906,-9.31323684839e-10,-0.00252001569606,1.3779563903808594,81.9166666667,1200,0.0,389.355869425,32.71799087524414,0.0,0.00705017242581,463.076959947,2.72534,0.00652367763767,0.00252001642366,180.44797253608704,3353.4040949344635,40.383955240249634,63.63728642463684,32.377243757247925,15.2616,1200,4700.0,0.952768,5400.0,0.12224864959716797,2.72724,104.25,0.00457016235236,7.27595761418e-10
