MaxKL,LossBefore,LossAfter,NumTrajs,Perplexity,MaxReturn,MeanKL,ItrTime,StdReturn,Entropy,AveragePolicyStd,TotalExecTime,AverageReturn,Time,ExplainedVariance,MinReturn
0.0,-0.0,-0.0,20,15.3903,0.0,0.0,5.066765546798706,0.0,2.73374,0.949513,5.005935907363892,0.0,5.066761493682861,1,0.0
0.0,-0.0,-0.0,20,15.3903,0.0,0.0,4.807719707489014,0.0,2.73374,0.949513,4.737146377563477,0.0,9.879215002059937,1,0.0
0.189875,-0.0101507,-0.0221542,20,15.3903,300.0,0.0219576,4.823007106781006,67.8232998313,2.73374,0.949513,4.795165538787842,20.0,14.708121061325073,0.0887560964485,0.0
0.59596,0.0249885,0.0112511,20,15.3124,1600.0,0.0353829,4.776834726333618,633.936116655,2.72866,0.947043,4.749448299407959,625.0,19.49270272254944,0.510637503601,0.0
0.582242,-0.0129164,-0.022889,20,15.5049,1900.0,0.0238171,4.731000661849976,622.575296651,2.74116,0.952958,4.702625513076782,1080.0,24.231959581375122,0.716224169914,0.0
0.0521203,-0.0215175,-0.0292017,20,15.4051,5800.0,0.0074219,5.100768566131592,1341.37056774,2.7347,0.94988,5.03039813041687,1165.0,29.341577529907227,0.604165088946,0.0
0.445694,-0.00233433,-0.0284415,20,15.2403,2200.0,0.0430651,4.830118894577026,722.56487598,2.72394,0.944795,4.771206617355347,970.0,34.18535757064819,0.615370949491,0.0
