AverageReturn,Time,Entropy,LossAfter,MinReturn,ExplainedVariance,AveragePolicyStd,Perplexity,TotalExecTime,StdReturn,MeanKL,LossBefore,MaxKL,NumTrajs,MaxReturn,ItrTime
200.0,12.939043521881104,2.83788,9.62518,0.0,0.321300916019,1.0,17.0795,12.76308536529541,603.32412516,54.1696,-0.00883203,3342.17,20,2200.0,12.939048528671265
75.0,26.022859573364258,2.82904,-0.106063,0.0,0.094965020382,0.995596,16.9293,12.942131757736206,326.917420766,4.80889,-0.00150448,175.436,20,1500.0,13.079737663269043
0.0,38.073819398880005,2.82829,-0.0,0.0,1,0.995221,16.9166,11.99778938293457,0.0,0.0,-0.0,0.0,20,0.0,12.034939289093018
0.0,50.31588339805603,2.82829,-0.0,0.0,1,0.995221,16.9166,12.146226167678833,0.0,0.0,-0.0,0.0,20,0.0,12.234212875366211
115.0,62.97257041931152,2.82829,3.73465,0.0,0.314160149797,0.995221,16.9166,12.570526838302612,348.245602987,20.4578,0.00866795,1195.63,20,1300.0,12.64905309677124
0.0,74.61359286308289,2.83263,-0.0,0.0,1,0.997381,16.99,11.550238370895386,0.0,0.0,-0.0,0.0,20,0.0,11.625684261322021
50.0,85.9259979724884,2.83263,6.46917,0.0,0.109403901033,0.997381,16.99,11.193609952926636,177.482393493,60.3806,0.00188095,1415.11,20,800.0,11.293604135513306
