Entropy,AverageReturn,Perplexity,LossBefore,MeanKL,StdReturn,TotalExecTime,NumTrajs,MinReturn,AveragePolicyStd,Time,ItrTime,MaxKL,ExplainedVariance,MaxReturn,LossAfter
2.7007,0.0,14.8902,-0.0,0.0,0.0,18.022685289382935,20,0.0,0.935103,18.128806829452515,18.128812789916992,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,17.53968381881714,20,0.0,0.935103,35.765090227127075,17.627996921539307,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,17.90778684616089,20,0.0,0.935103,53.78616428375244,18.015645265579224,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,15.882395505905151,20,0.0,0.935103,69.76025819778442,15.966198682785034,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,16.67565393447876,20,0.0,0.935103,86.49902510643005,16.72360920906067,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,16.112812519073486,20,0.0,0.935103,102.68175005912781,16.176966667175293,0.0,1,0.0,-0.0
2.7007,0.0,14.8902,-0.0,0.0,0.0,16.556429386138916,20,0.0,0.935103,119.30140662193298,16.61322283744812,0.0,1,0.0,-0.0
