LossAfter,MeanKL,StdReturn,MaxReturn,Perplexity,AveragePolicyStd,ExplainedVariance,ItrTime,LossBefore,MaxKL,Time,MinReturn,TotalExecTime,AverageReturn,NumTrajs,Entropy
-0.0939953,0.869179,15131.2747315,39300.0,14.5788,0.92455,0.866251411284,19.217886924743652,0.0104579,7.36427,19.217881202697754,0.0,19.05844759941101,22445.0,20,2.67957
-0.125594,1.33069,3636.18962652,39800.0,14.732,0.929311,0.777898553268,19.939171075820923,-0.0083496,5.97493,39.16174840927124,26600.0,19.750486373901367,33825.0,20,2.69002
-0.0639628,0.39055,2125.43524954,42500.0,14.6706,0.927488,0.932129031545,20.190576791763306,-0.0343906,3.76386,59.35763072967529,33100.0,20.11376643180847,37805.0,20,2.68585
-0.0173382,0.0323384,876.413144584,43100.0,14.4205,0.919616,0.974287110122,20.18631100654602,-0.00980987,0.260236,79.55997157096863,39800.0,20.10342836380005,41330.0,20,2.66865
-0.0196573,0.0302453,591.164105812,43100.0,14.35,0.917458,0.981672036901,20.333291053771973,-0.0154439,0.308019,99.90650463104248,41000.0,20.22175693511963,42195.0,20,2.66375
-0.00708809,0.0600618,630.297548782,42700.0,14.2396,0.913955,0.977837003319,20.87345790863037,0.00124304,0.345279,120.78787803649902,40400.0,20.699195384979248,41915.0,20,2.65603
-0.0191292,0.132669,689.111747106,43100.0,14.2484,0.914417,0.979178590439,19.759981393814087,-0.00592383,0.490615,140.55412316322327,40400.0,19.710388898849487,42125.0,20,2.65665
