LossAfter,StdReturn,ItrTime,TotalExecTime,MeanKL,NumTrajs,LossBefore,AverageReturn,Perplexity,Entropy,ExplainedVariance,MaxKL,MinReturn,AveragePolicyStd,MaxReturn,Time
-0.0305975,333.31666625,10.13747787475586,10.03749680519104,0.206489,20,0.00588581,370.0,17.1872,2.84416,0.243145094383,0.611756,0.0,1.0032,1400.0,10.13747262954712
-0.0251027,2199.28965805,7.718973159790039,7.629928112030029,0.0544788,20,-0.00282259,5975.0,17.2886,2.85005,0.37207508142,0.101807,1600.0,1.00619,9400.0,17.85901665687561
-0.0183942,4199.46127497,6.436800003051758,6.406955718994141,0.018939,20,-0.00964014,13945.0,17.2642,2.84864,0.564957867335,0.053793,3900.0,1.00545,19200.0,24.298574924468994
-0.0494984,2770.54146332,6.451765060424805,6.39824104309082,0.0835748,20,-0.0252096,13990.0,17.1812,2.84382,0.673193641344,0.213386,8400.0,1.00301,18700.0,30.76231622695923
-0.0796804,3137.89738519,6.652774333953857,6.60992431640625,0.225124,20,-0.0242931,12660.0,16.966,2.83121,0.580879331302,0.550537,7900.0,0.996706,18700.0,37.42515182495117
-0.0373709,2809.87544208,9.281866312026978,9.230250120162964,0.258854,20,0.0291665,5060.0,16.7612,2.81907,0.20421091854,0.561848,200.0,0.99064,10800.0,46.71894121170044
-0.0393662,2667.48477034,6.295954704284668,6.257635593414307,0.181956,20,0.00581804,10455.0,17.0074,2.83365,0.487185282379,0.394295,4500.0,0.997899,15100.0,53.01929593086243
