MeanKL,StdReturn,LossBefore,ItrTime,MaxKL,Time,NumTrajs,MinReturn,MaxReturn,ExplainedVariance,Perplexity,AveragePolicyStd,Entropy,LossAfter,TotalExecTime,AverageReturn
0.129938,443.029344401,0.0326601,11.55222201347351,1.64947,11.552216291427612,20,900.0,2500.0,0.746746135968,14.1457,0.917354,2.64941,0.00683407,11.456244707107544,1435.0
0.0710434,736.529021831,0.0214996,11.938742637634277,0.404371,23.49618935585022,20,0.0,2300.0,0.326770179577,14.6154,0.934126,2.68207,-0.00367482,11.842874765396118,495.0
0.0124397,288.920404264,-0.00743059,12.276386022567749,0.124127,35.78022384643555,20,300.0,1700.0,0.833178954633,14.7733,0.939185,2.69282,-0.0163467,12.208726167678833,1245.0
0.0188545,435.430821142,-0.00535199,11.625219345092773,0.0758247,47.41986846923828,20,900.0,2500.0,0.694786136955,14.7186,0.937594,2.68911,-0.0146142,11.587988138198853,1420.0
0.0911884,448.859666266,0.0368975,11.759124040603638,0.403242,59.19127607345581,20,1300.0,3000.0,0.757260362515,14.6792,0.936786,2.68643,0.0109217,11.67405080795288,1755.0
0.230246,2626.19020636,0.00656931,11.986560821533203,0.39035,71.18797492980957,20,2400.0,13500.0,0.344835384898,14.9525,0.945463,2.70488,-0.0618157,11.908357381820679,7325.0
0.0347088,881.745428114,-0.00868077,11.827622890472412,0.135281,83.02506709098816,20,17000.0,21300.0,0.97926105506,15.0017,0.946767,2.70817,-0.0200007,11.772217750549316,20395.0
