AverageReturn,MeanKL,ItrTime,ExplainedVariance,MinReturn,LossAfter,NumTrajs,Entropy,Time,StdReturn,TotalExecTime,MaxKL,AveragePolicyStd,LossBefore,MaxReturn,Perplexity
25.0,0.000913005,16.321020126342773,0.234278383476,0.0,-0.010254,20,2.849,16.321016550064087,88.7411967465,16.025819778442383,0.0142428,1.00568,-0.00828458,400.0,17.2706
20.0,0.000681362,16.967205047607422,0.0427003952273,0.0,-0.0114442,20,2.84072,33.29237413406372,87.1779788708,16.69089126586914,0.129473,1.00161,-0.0110718,400.0,17.1281
0.0,0.0,15.842785835266113,1,0.0,-0.0,20,2.83518,49.1488835811615,0.0,15.758752346038818,0.0,0.998893,-0.0,0.0,17.0335
0.0,0.0,16.653398036956787,1,0.0,-0.0,20,2.83518,65.81828260421753,0.0,16.45782995223999,0.0,0.998893,-0.0,0.0,17.0335
0.0,0.0,16.177700519561768,1,0.0,-0.0,20,2.83518,82.01419973373413,0.0,15.984381914138794,0.0,0.998893,-0.0,0.0,17.0335
20.0,0.00266401,15.7823486328125,0.105971203337,0.0,-0.0237159,20,2.83518,97.83591628074646,87.1779788708,15.629004001617432,0.34943,0.998893,-0.0222069,400.0,17.0335
5.0,0.125492,16.173717260360718,0.218492119119,0.0,-0.00119671,20,2.82408,114.03454303741455,21.7944947177,16.047362089157104,20.2758,0.993294,0.0193573,100.0,16.8454
