0Entropy,MeanKLBefore,dLoss,1ExplainedVariance,1NumTrajs,1AverageReturn,0MinReturn,1ProcessExecTime,0AveragePolicyStd,0StdReturn,0AverageReturn,ComputeUpdatedDistTime,0Perplexity,1EnvExecTime,Time,0PolicyExecTime,1Entropy,0MaxReturn,1AveragePolicyStd,LossAfter,ItrTime,1MinReturn,1PolicyExecTime,MeanKL,0EnvExecTime,1Perplexity,1MaxReturn,0NumTrajs,1StdReturn,0ExplainedVariance,0ProcessExecTime,LossBefore
2.83788,-1.43700190636e-10,0.00122968957294,0.004551255661,1200,5.25,0.0,1.3039231300354004,1.0,128.38675836,10.4166666667,0.7316324710845947,17.0795,33.311378479003906,160.89278149604797,33.637913942337036,2.83805,2700.0,1.00009,-0.00122968934011,160.89278602600098,0.0,49.582706928253174,0.00731186009943,34.988298654556274,17.0823,1400.0,1200,77.1196310935,0.00240445654451,1.4026029109954834,2.32830643654e-10
2.83581,-3.39059380572e-09,0.00443764447118,0.00866932763898,1200,17.9166666667,0.0,1.3134307861328125,0.998966,184.524144009,17.5833333333,0.09799790382385254,17.0442,33.63520002365112,318.82991123199463,31.571289539337158,2.83783,2900.0,0.999978,-0.00443764403462,156.13044500350952,0.0,50.28900718688965,0.00983354449272,32.670695304870605,17.0786,2000.0,1200,149.45677097,0.00801228159711,1.311758279800415,4.36557456851e-10
2.85197,-3.8708072303e-09,0.00358154147398,0.00575864863763,1200,44.4166666667,0.0,1.222975492477417,1.00709,308.510354589,47.8333333333,0.10272026062011719,17.3219,31.330236434936523,473.3041169643402,31.412198543548584,2.84827,4000.0,1.00523,-0.00358154159039,152.5115077495575,0.0,46.86061501502991,0.00849469844252,32.67432761192322,17.2578,3700.0,1200,278.002685339,0.00938370877892,1.3210680484771729,-1.16415321827e-10
2.85757,6.40284769649e-10,0.00328784331214,0.0104364265346,1200,49.0,0.0,1.22544527053833,1.01001,254.897024415,34.9166666667,0.10623884201049805,17.4192,31.286234140396118,629.0998673439026,33.589054107666016,2.85571,3300.0,1.00905,-0.00328784435987,153.80499029159546,0.0,46.32769441604614,0.00690669147298,34.6083619594574,17.3867,4900.0,1200,357.210022256,0.00665394749354,1.3895525932312012,-1.04773789644e-09
2.86465,-2.44472153632e-09,0.00239973925636,0.0138819458469,1200,63.25,0.0,1.2525122165679932,1.01351,256.62768914,36.75,0.10258769989013672,17.5429,31.79489779472351,788.49804854393,36.0566246509552,2.85776,4000.0,1.01002,-0.00239973980933,157.32143712043762,0.0,47.49364519119263,0.00691287452355,33.967509031295776,17.4225,5200.0,1200,384.544454517,0.00670265392851,1.3597526550292969,-5.52972778678e-10
2.86922,1.74622905025e-09,0.00227184750838,0.0120326166949,1200,85.0833333333,0.0,1.2817206382751465,1.01582,424.12259103,85.1666666667,0.09142923355102539,17.6232,32.68847703933716,947.6003680229187,34.59489130973816,2.87154,4100.0,1.017,-0.00227184733376,156.44414591789246,0.0,48.826608657836914,0.00705363182351,32.31645655632019,17.6642,5800.0,1200,459.749018185,0.0132973624534,1.3332979679107666,1.7462298274e-10
2.8833,-3.72528963233e-09,0.00280747748911,0.0119709072581,1200,92.5833333333,0.0,1.2809946537017822,1.02307,437.714637825,82.75,0.10403275489807129,17.8731,32.61863565444946,1104.6734130382538,30.764836072921753,2.88011,5000.0,1.02143,-0.00280747632496,154.9490864276886,0.0,51.76764464378357,0.00647697132081,31.891056060791016,17.8162,5000.0,1200,477.723762289,0.00996106274285,1.309734582901001,1.16415321827e-09
2.88322,-8.14907474833e-10,0.0017177729751,0.0146230966333,1200,116.5,0.0,1.2856345176696777,1.02304,466.039153994,90.9166666667,0.12511014938354492,17.8717,32.34769368171692,1262.1534690856934,31.252079725265503,2.88438,5500.0,1.02365,-0.00171777128708,155.40757250785828,0.0,51.095298290252686,0.00654626591131,32.68042731285095,17.8924,5500.0,1200,538.201712496,0.00760340355378,1.3286066055297852,1.68802216649e-09
2.86362,-5.55111512313e-17,0.0025617393112,0.0104011685466,1200,125.166666667,0.0,1.2430005073547363,1.01335,438.252329334,88.75,0.0957040786743164,17.5249,31.226064205169678,1418.5006124973297,31.921637296676636,2.86489,5000.0,1.01397,-0.00256173918024,154.31960248947144,0.0,49.81456422805786,0.00686541618779,33.46989464759827,17.5471,6500.0,1200,583.223775426,0.0104949127233,1.3428797721862793,1.30967237055e-10
2.84922,2.32831176561e-09,0.00121212290833,0.0132408455696,1200,146.75,0.0,1.2498266696929932,1.00635,558.79510755,121.166666667,0.09543323516845703,17.2743,31.449766397476196,1574.7561280727386,33.21809124946594,2.85028,5400.0,1.00687,-0.00121212203521,154.24551582336426,0.0,46.37185597419739,0.00649415608495,35.11333107948303,17.2927,5600.0,1200,639.262156057,0.00955918135117,1.4153411388397217,8.73114913702e-10
2.82718,4.19094714488e-09,0.00157326017506,0.0135015505598,1200,164.666666667,0.0,1.2623727321624756,0.995048,543.719673484,126.5,0.1009824275970459,16.8978,31.92806100845337,1734.794303894043,35.6032030582428,2.81967,4400.0,0.991264,-0.0015732597094,157.52014470100403,0.0,47.557026624679565,0.00887609366328,34.02972459793091,16.7713,5400.0,1200,664.543619503,0.0120996232119,1.3655130863189697,4.65661287308e-10
2.82872,-9.31324461995e-10,0.00174751429586,0.0106092605935,1200,139.333333333,0.0,1.2889750003814697,0.995655,472.482774524,94.8333333333,0.10247206687927246,16.9237,32.491936922073364,1892.6784710884094,33.77079391479492,2.82937,5600.0,0.996012,-0.0017475145869,155.85641622543335,0.0,49.28270125389099,0.00686048110947,32.379859924316406,16.9349,5300.0,1200,605.188308619,0.00810936262689,1.304323673248291,-2.91038304567e-10
2.83732,1.39698452806e-09,0.00245603281655,0.00935078414948,1200,112.333333333,0.0,1.3025593757629395,1.00002,407.304008764,80.3333333333,0.10043668746948242,17.0699,32.999879360198975,2051.1242594718933,30.115206718444824,2.84139,4800.0,1.00212,-0.00245603430085,156.47843027114868,0.0,53.11010503768921,0.00888106413186,32.09625053405762,17.1396,4700.0,1200,504.890637223,0.0130026429766,1.295325517654419,-1.48429535329e-09
2.84107,3.95811783349e-09,0.00157071236754,0.00754280314943,1200,101.916666667,0.0,1.2161600589752197,1.00171,349.675405039,70.6666666667,0.11417436599731445,17.1341,31.78887104988098,2204.6615591049194,29.343604803085327,2.84061,3900.0,1.00147,-0.00157071370631,151.3529393672943,0.0,51.12768602371216,0.00649510789663,31.332112073898315,17.1262,4300.0,1200,439.322956061,0.00607521981047,1.2241270542144775,-1.33877620101e-09
2.7806,-1.49011771811e-08,0.000471392384497,0.0100822902991,1200,129.25,0.0,1.2276313304901123,0.971809,467.068093715,93.75,0.10623311996459961,16.1287,31.519129037857056,2360.5818638801575,31.63140368461609,2.77999,5100.0,0.971528,-0.000471392122563,153.81563329696655,0.0,49.59808349609375,0.00646376796067,33.17746353149414,16.1189,5400.0,1200,547.344593621,0.00820075330649,1.2905361652374268,2.61934474111e-10
2.77644,1.39698386192e-09,0.00208067254789,0.0145651475483,1200,117.25,0.0,1.1958727836608887,0.969774,347.580676087,67.9166666667,0.08622527122497559,16.0618,31.068462133407593,2513.3415579795837,32.07329034805298,2.77645,4100.0,0.969779,-0.00208067148924,150.81307101249695,0.0,46.15749549865723,0.00563393021002,33.67462968826294,16.062,5300.0,1200,523.062237374,0.00534826661601,1.2932660579681396,1.05865183286e-09
2.77981,-1.16415244111e-09,0.00196467502974,0.0104511372789,1200,113.083333333,0.0,1.2259979248046875,0.971459,454.889455436,106.5,0.12592053413391113,16.116,31.88525152206421,2670.6021840572357,34.72787427902222,2.77382,4000.0,0.968575,-0.00196467433125,154.9264895915985,0.0,47.57331299781799,0.00938937533647,32.917665243148804,16.0198,4700.0,1200,512.806486948,0.00937175548084,1.2695646286010742,6.98491930962e-10
