Entropy,ItrTime,TotalExecTime,ExplainedVariance,LossAfter,LossBefore,Perplexity,Time,AveragePolicyStd,AverageReturn,MeanKL,MaxReturn,MinReturn,MaxKL,StdReturn,NumTrajs
2.67957,12.257075786590576,12.166247606277466,1,-0.0,-0.0,14.5788,12.257071256637573,0.92455,0.0,0.0,0.0,0.0,0.0,0.0,20
2.67957,12.223967552185059,12.131523609161377,1,-0.0,-0.0,14.5788,24.491233110427856,0.92455,0.0,0.0,0.0,0.0,0.0,0.0,20
2.67957,12.176225185394287,12.100258111953735,1,-0.0,-0.0,14.5788,36.67151880264282,0.92455,0.0,0.0,0.0,0.0,0.0,0.0,20
2.67957,12.407516956329346,12.341988801956177,1,-0.0,-0.0,14.5788,49.0884747505188,0.92455,0.0,0.0,0.0,0.0,0.0,0.0,20
2.67957,11.941604137420654,11.888753414154053,0.260713788064,-0.0298174,-0.00653451,14.5788,61.035030126571655,0.92455,240.0,0.0569451,1500.0,0.0,0.569947,432.897216438,20
2.6763,12.041075468063354,11.995047092437744,0.201875054354,-0.0339741,0.0208604,14.5312,73.08976483345032,0.923004,4370.0,0.202367,14100.0,0.0,0.547689,3074.75202252,20
2.68673,12.554144859313965,12.438439846038818,0.769963235796,-0.030242,-0.0039286,14.6836,85.6552402973175,0.927883,33140.0,0.149488,39200.0,27500.0,0.9914,3832.1534416,20
