MaxReturn,ItrTime,MaxKL,Perplexity,LossAfter,Time,MinReturn,AveragePolicyStd,NumTrajs,StdReturn,ExplainedVariance,AverageReturn,MeanKL,LossBefore,TotalExecTime,Entropy
100.0,6.1717376708984375,0.981817,5.67789,-0.0100291,6.171733140945435,0.0,0.58088,40,49.9374608886,0.410826582853,52.5,0.101205,0.0159154,6.098056316375732,1.73658
200.0,6.864004611968994,1.58295,5.76898,-0.061639,13.048328876495361,0.0,0.58685,40,53.3268225193,0.119633415273,37.5,0.924488,0.00752307,6.770333528518677,1.75249
200.0,5.9221577644348145,1.20675,5.79072,-0.0666152,18.973767518997192,0.0,0.58815,40,53.8516480713,0.290964172268,40.0,0.190821,-0.00950067,5.886287450790405,1.75626
200.0,6.310863733291626,1.08509,5.76327,-0.0466062,25.28920841217041,0.0,0.586745,40,63.0476010646,0.496185496203,105.0,0.345188,0.000985339,6.281149864196777,1.75151
200.0,6.028278589248657,0.740001,5.76611,-0.0528151,31.322523832321167,0.0,0.586881,40,66.3324958071,0.36444022719,60.0,0.120234,-0.00814475,5.99240517616272,1.752
200.0,6.190443277359009,0.530319,5.74268,-0.01495,37.520172357559204,0.0,0.586176,40,50.9901951359,0.7876414377,130.0,0.0772898,0.0177395,6.12631630897522,1.74793
200.0,6.166263580322266,0.335275,5.79384,-0.00409878,43.697957038879395,100.0,0.588782,40,49.7493718553,0.752860854994,145.0,0.0684734,0.0080506,6.102802753448486,1.7568
