AverageReturn,Time,MeanKL,MaxReturn,Perplexity,MaxKL,NumTrajs,LossBefore,MinReturn,ExplainedVariance,Entropy,AveragePolicyStd,TotalExecTime,StdReturn,ItrTime,LossAfter
40.0,16.9677095413208,262.831,800.0,17.0795,15778.0,20,-0.0053081,0.0,0.200632043841,2.83788,1.0,16.690758228302002,174.355957742,16.96771550178528,11.0097
10.0,34.58847665786743,5.92378,200.0,16.9891,691.152,20,-0.00749526,0.0,0.0697298601474,2.83257,0.997353,17.460829973220825,43.5889894354,17.61607551574707,-0.735164
40.0,53.216712474823,0.000931938,700.0,16.9255,0.0306946,20,0.0270234,0.0,0.224564083129,2.82882,0.995483,18.439757108688354,152.970585408,18.60063099861145,0.0236108
30.0,70.03865814208984,20.2193,600.0,17.1557,1371.44,20,0.00221319,0.0,0.212862702307,2.84233,1.00227,16.66224503517151,130.766968306,16.805999994277954,1.77909
0.0,87.05938053131104,0.0,0.0,17.1747,0.0,20,-0.0,0.0,1,2.84344,1.00285,16.815715312957764,0.0,16.99018669128418,-0.0
265.0,104.86567163467407,0.229081,2500.0,17.1747,24.1815,20,-0.00355642,0.0,0.258566845631,2.84344,1.00285,17.57248020172119,698.050857746,17.799590349197388,-0.265553
0.0,123.2123556137085,0.0,0.0,17.1442,0.0,20,-0.0,0.0,1,2.84166,1.00193,18.14275050163269,0.0,18.326020002365112,-0.0
