LossBefore,ItrTime,AverageReturn,LossAfter,ExplainedVariance,StdReturn,TotalExecTime,Entropy,Perplexity,MaxKL,MeanKL,NumTrajs,MinReturn,Time,AveragePolicyStd,MaxReturn
0.0120245,12.071487665176392,1120.0,-0.0053492,0.928254564682,174.928556845,11.89895224571228,2.56857,13.0471,0.214007,0.0209837,20,400.0,12.071479558944702,0.87453,1200.0
-0.0132946,11.4224374294281,1225.0,-0.0247106,0.953293514102,69.8212002188,11.36941409111023,2.58059,13.205,0.105108,0.0159287,20,1100.0,23.505149602890015,0.87995,1400.0
-0.0128345,11.421489477157593,1225.0,-0.0145093,0.958093386656,43.3012701892,11.368550062179565,2.57395,13.1175,0.0307989,0.00108383,20,1200.0,34.93083477020264,0.87698,1300.0
0.00025792,12.593149662017822,1250.0,-0.0075376,0.952645505158,67.082039325,12.472453594207764,2.56753,13.0336,0.11602,0.00986505,20,1200.0,47.53467321395874,0.874157,1400.0
-0.000987854,12.635867834091187,1260.0,-0.00419341,0.946804384909,66.3324958071,12.602405071258545,2.56766,13.0353,0.0530773,0.00333225,20,1200.0,60.1769073009491,0.874261,1400.0
0.0139527,12.95841121673584,1215.0,0.00799884,0.953103575155,57.2276157113,12.816259384155273,2.56716,13.0288,0.0462965,0.00316438,20,1100.0,73.14228510856628,0.874055,1300.0
-0.00216275,12.533048152923584,1255.0,-0.00728795,0.941207084196,92.0597631976,12.454583883285522,2.57414,13.12,0.0223804,0.00798349,20,1100.0,85.71045446395874,0.877142,1500.0
