StdReturn,MinReturn,TotalExecTime,LossAfter,Entropy,ExplainedVariance,LossBefore,AveragePolicyStd,ItrTime,Perplexity,MeanKL,Time,AverageReturn,MaxReturn,NumTrajs,MaxKL
0.0,0.0,19.78300905227661,-0.0,2.67957,1,-0.0,0.92455,19.89390778541565,14.5788,0.0,19.89390230178833,0.0,0.0,20,0.0
0.0,0.0,19.192239999771118,-0.0,2.67957,1,-0.0,0.92455,19.347928047180176,14.5788,0.0,39.24592447280884,0.0,0.0,20,0.0
0.0,0.0,19.82353973388672,-0.0,2.67957,1,-0.0,0.92455,19.88019108772278,14.5788,0.0,59.13127422332764,0.0,0.0,20,0.0
0.0,0.0,19.424736499786377,-0.0,2.67957,1,-0.0,0.92455,19.64006495475769,14.5788,0.0,78.77568936347961,0.0,0.0,20,0.0
0.0,0.0,20.342087745666504,-0.0,2.67957,1,-0.0,0.92455,20.407736778259277,14.5788,0.0,99.18814587593079,0.0,0.0,20,0.0
0.0,0.0,19.66798686981201,-0.0,2.67957,1,-0.0,0.92455,19.735252618789673,14.5788,0.0,118.94195771217346,0.0,0.0,20,0.0
21.7944947177,0.0,19.924132585525513,0.00153594,2.67957,0.146764581778,0.00987332,0.92455,20.07431197166443,14.5788,0.0246563,139.02398800849915,5.0,100.0,20,0.29195
