Entropy,AveragePolicyStd,Perplexity,MaxReturn,MinReturn,ItrTime,StdReturn,AverageReturn,MaxKL,NumTrajs,MeanKL,TotalExecTime,Time,LossAfter,LossBefore,ExplainedVariance
2.40341,0.805297,11.0609,900.0,0.0,5.0466930866241455,194.148783154,192.5,6.02451,40,0.549105,4.96361231803894,5.046688556671143,-0.0447519,0.0348287,0.170915247076
2.43824,0.819625,11.4529,2800.0,0.0,4.946763038635254,825.514990778,505.0,0.774157,40,0.0561086,4.898098945617676,9.996311664581299,-0.0185893,0.00695039,0.505648932428
2.44172,0.820917,11.4927,3700.0,0.0,4.753708124160767,1446.58217879,1370.0,0.739736,40,0.105062,4.707583904266357,14.754006385803223,-0.00734294,0.0218964,0.543129031971
2.45266,0.825428,11.6193,5000.0,0.0,4.67264199256897,1148.4527635,2782.5,2.37068,40,0.066175,4.6406636238098145,19.438130617141724,-0.036879,-0.00756162,0.517056979469
2.44888,0.823784,11.5754,6100.0,0.0,4.749830007553101,1713.50517945,3720.0,0.405429,40,0.0149987,4.714226961135864,24.192795991897583,-0.0626863,-0.0411061,0.598505240408
2.42833,0.815315,11.3399,6700.0,1700.0,4.784756183624268,1286.81778042,4610.0,0.414897,40,0.0378887,4.745725393295288,28.98526406288147,-0.0738611,-0.0444227,0.713817000521
2.40612,0.806198,11.0908,7000.0,0.0,4.960273027420044,1525.77848982,5050.0,0.0989974,40,0.0145439,4.920894384384155,33.949137449264526,-0.0458589,-0.0320607,0.735862051018
