MaxReturn,Perplexity,NumTrajs,MeanKL,StdReturn,Entropy,LossBefore,LossAfter,MinReturn,AverageReturn,MaxKL,TotalExecTime,ItrTime,ExplainedVariance,Time,AveragePolicyStd
200.0,14.1457,20,0.317766,43.5889894354,2.64941,0.00960915,-0.0396938,0.0,10.0,4.33854,11.80860447883606,11.895007371902466,0.0497289325574,11.895002365112305,0.917354
1300.0,14.2823,20,0.0365589,283.68115905,2.65902,0.0173355,-0.00316539,200.0,345.0,0.368837,11.642543077468872,11.729438781738281,0.410113989062,23.62839436531067,0.923208
3700.0,14.4067,20,0.0643857,1001.63616149,2.66769,0.00296641,-0.0225007,200.0,1165.0,0.180248,11.577394723892212,11.692501306533813,0.159727844291,35.3305561542511,0.927583
15700.0,14.428,20,0.238161,2927.19575703,2.66917,0.00174036,-0.0650089,5100.0,10905.0,0.779886,11.955670356750488,12.063847780227661,0.531223001596,47.39852738380432,0.929291
21400.0,14.4406,20,0.0909926,637.259758654,2.67004,-0.00810605,-0.0304022,18500.0,20570.0,0.200946,12.51783299446106,12.610831499099731,0.97695044088,60.01634693145752,0.928979
21700.0,14.3822,20,0.0364873,414.608248833,2.66599,-0.0279687,-0.0423199,19900.0,21290.0,0.258392,12.736858606338501,12.843390703201294,0.989162483159,72.86266922950745,0.927308
21500.0,14.1825,20,0.052902,400.49968789,2.65201,0.00430037,-0.00920581,20000.0,21040.0,0.609644,13.096814632415771,13.141906499862671,0.987944367416,86.00844192504883,0.921164
