AveragePolicyStd,ItrTime,TotalExecTime,MinReturn,AverageReturn,LossAfter,StdReturn,Perplexity,Entropy,ExplainedVariance,NumTrajs,MaxReturn,LossBefore,MaxKL,MeanKL,Time
0.949513,6.703634738922119,6.623236179351807,10000.0,14205.0,-0.0719273,2818.41710895,15.3903,2.73374,0.694882304001,20,19800.0,-0.0167606,1.67823,0.229809,6.7036292552948
0.941893,6.587544679641724,6.506734371185303,0.0,13025.0,-0.0291331,6617.39185782,15.1345,2.71698,0.729497774805,20,22100.0,-0.00764351,0.356136,0.0799297,13.298058986663818
0.940024,6.410053968429565,6.367077589035034,0.0,14110.0,-0.0180798,5497.89959894,15.0768,2.71316,0.774738460632,20,22900.0,0.0171773,0.512815,0.0935967,19.71252965927124
0.94408,6.67012882232666,6.58408784866333,800.0,17455.0,-0.0442627,5284.45597957,15.2068,2.72174,0.854161833384,20,22400.0,-0.0203995,0.294825,0.068742,26.392948150634766
0.939117,6.167005300521851,6.098281621932983,11400.0,16980.0,-0.0419779,2938.29882755,15.0525,2.71154,0.835341960237,20,21100.0,-0.0100316,0.296479,0.0928398,32.57563495635986
0.93696,5.97571325302124,5.928712844848633,0.0,16715.0,-0.0290556,6352.65889215,14.9772,2.70653,0.826381795609,20,22600.0,-0.000622608,0.449675,0.0800364,38.55696225166321
0.936757,6.383821249008179,6.326031923294067,0.0,18090.0,-0.0140929,5425.39399491,14.9725,2.70622,0.873015234708,20,22600.0,0.00033398,0.119904,0.0320776,44.94643020629883
