MinReturn,LossAfter,Time,MeanKL,ExplainedVariance,MaxReturn,NumTrajs,ItrTime,AverageReturn,MaxKL,Entropy,AveragePolicyStd,LossBefore,TotalExecTime,Perplexity,StdReturn
0.0,-0.0194157,11.95314359664917,0.0807224,0.0483341221894,200.0,20,11.953148126602173,10.0,1.56005,2.69307,0.930467,0.0045465,11.833253860473633,14.777,43.5889894354
0.0,-0.0216867,23.55762267112732,0.0972835,0.515067629072,400.0,20,11.600374937057495,165.0,0.689766,2.69762,0.932417,0.0144438,11.488765001296997,14.8444,135.185058346
200.0,0.00265148,34.81822919845581,0.0481218,0.894242792255,500.0,20,11.255936622619629,335.0,0.804741,2.70484,0.935751,0.0126978,11.183185577392578,14.952,65.3834841531
300.0,-0.0395831,46.17397475242615,0.112446,0.87621983139,800.0,20,11.341703653335571,510.0,1.84522,2.71119,0.938715,-0.00838401,11.257970333099365,15.0472,117.898261226
500.0,-0.0344169,58.05182218551636,0.077598,0.894230014564,1000.0,20,11.872074365615845,720.0,0.380488,2.707,0.936738,-0.0090461,11.734858751296997,14.9842,143.527000944
800.0,-0.0348857,69.50091409683228,0.17172,0.279881063607,8400.0,20,11.438607215881348,1685.0,0.906669,2.70248,0.934641,0.00661938,11.382282733917236,14.9166,1669.21388683
8900.0,-0.0406102,81.11108779907227,0.23806,0.590516434613,21800.0,20,11.601798295974731,14920.0,0.951377,2.70579,0.936292,0.0187851,11.540546417236328,14.9661,3024.16930743
