Entropy,ItrTime,MaxKL,LossAfter,MeanKL,MinReturn,Perplexity,StdReturn,NumTrajs,AveragePolicyStd,AverageReturn,Time,TotalExecTime,ExplainedVariance,MaxReturn,LossBefore
2.45436,10.78009557723999,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,10.780091524124146,10.695008993148804,1,0.0,-0.0
2.45436,10.268584489822388,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,21.062346696853638,10.189692735671997,1,0.0,-0.0
2.45436,10.22147798538208,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,31.287608861923218,10.175682783126831,1,0.0,-0.0
2.45436,10.388592004776001,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,41.68035888671875,10.351866483688354,1,0.0,-0.0
2.45436,10.417022705078125,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,52.10119700431824,10.369812965393066,1,0.0,-0.0
2.45436,10.273239612579346,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,62.37827181816101,10.213988780975342,1,0.0,-0.0
2.45436,10.554893016815186,0.0,-0.0,0.0,0.0,11.639,0.0,20,0.827472,0.0,72.94046378135681,10.504660844802856,1,0.0,-0.0
