LossAfter,ItrTime,MeanKL,AverageReturn,Time,NumTrajs,TotalExecTime,MaxReturn,ExplainedVariance,MaxKL,AveragePolicyStd,Entropy,MinReturn,LossBefore,Perplexity,StdReturn
0.00442373,11.60145378112793,0.0656667,835.0,11.601447582244873,20,11.479722261428833,3500.0,0.058275693915,0.351925,0.917354,2.64941,200.0,0.0207477,14.1457,899.041155899
-0.0485031,11.22568678855896,0.146312,7670.0,22.83193612098694,20,11.123055696487427,13300.0,0.370433867401,0.610876,0.926265,2.67016,3400.0,0.00213163,14.4423,2726.18781451
-0.0262401,11.587223768234253,0.0490989,20740.0,34.423200368881226,20,11.526519775390625,22800.0,0.932454573614,0.17755,0.926488,2.67123,17200.0,-0.00971365,14.4577,1458.90369799
-0.0380504,11.433696031570435,0.0551351,21355.0,45.868980884552,20,11.287592649459839,23200.0,0.933626261708,0.185522,0.92434,2.66637,17800.0,-0.0223981,14.3877,1508.46776565
-0.0462701,11.5760018825531,0.0297259,21400.0,57.44982147216797,20,11.486675024032593,23000.0,0.955903218403,0.141314,0.91931,2.65517,19500.0,-0.0300596,14.2274,1076.10408419
-0.0246523,11.239227771759033,0.0572065,21825.0,68.69854617118835,20,11.144914388656616,22900.0,0.971227572347,0.28778,0.912908,2.64014,19900.0,-0.0102636,14.0152,850.808439074
-0.0399516,12.250453233718872,0.10183,21735.0,80.95343685150146,20,12.173393249511719,23300.0,0.946738880049,0.318863,0.911093,2.63501,18200.0,-0.00948366,13.9435,1366.4827112
