Entropy,ExplainedVariance,MaxReturn,ItrTime,Perplexity,AverageReturn,MeanKL,MinReturn,NumTrajs,LossBefore,Time,MaxKL,StdReturn,TotalExecTime,AveragePolicyStd,LossAfter
2.4367,0.45946827685,800.0,3.7847185134887695,11.4353,250.0,0.998362,0.0,40,0.00426953,3.7847161293029785,4.94667,189.73665961,3.716564178466797,0.82843,-0.107491
2.44097,0.244009048368,400.0,3.350153684616089,11.4842,87.5,0.126924,0.0,40,0.0156994,7.146897077560425,0.976293,114.427924913,3.2835564613342285,0.828551,-0.0260395
2.44882,0.306775272564,1100.0,3.674704074859619,11.5747,315.0,0.0653438,0.0,40,-0.0107428,10.827392101287842,0.534972,228.637267303,3.6320879459381104,0.832196,-0.0414547
2.44345,0.393932924675,1100.0,3.545548677444458,11.5127,360.0,0.0992072,0.0,40,0.00189269,14.381109714508057,0.403249,230.0,3.4915504455566406,0.830018,-0.0273052
2.4444,0.361382898547,1100.0,3.8081376552581787,11.5236,345.0,0.0267026,0.0,40,0.0446699,18.2021701335907,0.236851,237.644692766,3.7601726055145264,0.830315,0.0295713
2.46673,0.479285461067,1600.0,4.3205015659332275,11.7839,657.5,0.100453,200.0,40,0.0152717,22.531378507614136,0.365988,287.130196949,4.28906774520874,0.838802,-0.00923279
2.47437,0.392644025486,1300.0,3.951478958129883,11.8742,587.5,0.040019,0.0,40,0.0027144,26.48857069015503,0.289973,364.820161175,3.919952869415283,0.842351,-0.0142686
