AverageReturn,StdReturn,Entropy,ItrTime,MaxKL,ExplainedVariance,MeanKL,MaxReturn,TotalExecTime,Perplexity,LossAfter,AveragePolicyStd,MinReturn,NumTrajs,Time,LossBefore
0.0,0.0,2.67957,10.583839416503906,0.0,1,0.0,0.0,10.476556777954102,14.5788,-0.0,0.92455,0.0,20,10.583831071853638,-0.0
0.0,0.0,2.67957,10.694092512130737,0.0,1,0.0,0.0,10.62144160270691,14.5788,-0.0,0.92455,0.0,20,21.28072714805603,-0.0
0.0,0.0,2.67957,10.6424720287323,0.0,1,0.0,0.0,10.596827030181885,14.5788,-0.0,0.92455,0.0,20,31.925817489624023,-0.0
15.0,65.3834841531,2.67957,10.85239315032959,1.03647,0.232839082606,0.0701272,300.0,10.768103122711182,14.5788,-0.0278612,0.92455,0.0,20,42.785441398620605,-0.010931
100.0,158.113883008,2.6741,10.909420251846313,0.586028,0.37018370682,0.0744834,400.0,10.873850345611572,14.4993,-0.0257419,0.921927,0.0,20,53.70687437057495,-0.00950821
405.0,315.396575758,2.66935,11.15692687034607,0.725242,0.551450078789,0.102866,1300.0,11.109493255615234,14.4305,-0.00490058,0.919639,0.0,20,64.8681914806366,0.010581
1290.0,840.178552452,2.67464,10.530393362045288,1.07317,0.158805659813,0.288654,3600.0,10.492144584655762,14.5071,-0.0200545,0.921973,400.0,20,75.41876435279846,0.0245011
