NumTrajs,AverageReturn,ExplainedVariance,Time,AveragePolicyStd,Perplexity,Entropy,MinReturn,MeanKL,LossAfter,MaxReturn,StdReturn,MaxKL,ItrTime,LossBefore,TotalExecTime
200,164.0,0.385595419382,8.571126937866211,0.646587,7.13707,1.9653,0.0,0.797648,-0.0604178,1800.0,366.202129977,2.70601,8.571129560470581,0.0052579,8.512838363647461
200,1350.5,0.769613328551,16.381342887878418,0.648255,7.17469,1.97056,0.0,0.841545,-0.126938,2600.0,830.782612962,2.30002,7.807781934738159,-0.0146357,7.725470781326294
200,2315.0,0.94569271052,25.150635242462158,0.645923,7.12239,1.96324,1200.0,0.93242,-0.137534,2800.0,275.454170417,3.33727,8.765033960342407,-0.033088,8.711177110671997
200,2618.5,0.991846467285,33.15007138252258,0.640568,7.00552,1.9467,2100.0,0.106002,-0.0550985,3000.0,162.504615319,0.50295,7.9953131675720215,-0.037561,7.940937042236328
200,2638.0,0.99191871403,41.038641691207886,0.634523,6.87518,1.92792,1900.0,0.283753,-0.0595324,2900.0,159.235674395,2.00408,7.882229804992676,-0.030373,7.804617643356323
200,2653.5,0.993070710544,49.710322856903076,0.629677,6.77156,1.91273,2100.0,0.139228,-0.0314299,3000.0,137.432710808,0.822556,8.658408164978027,-0.01652,8.599179744720459
200,2684.5,0.993611927838,58.204402446746826,0.627071,6.71586,1.90447,1900.0,0.0291018,-0.00839954,3000.0,137.875849952,0.11088,8.490469455718994,-0.00395833,8.43293809890747
