AveragePolicyStd,Perplexity,TotalExecTime,Entropy,MeanKL,MaxKL,LossAfter,ExplainedVariance,NumTrajs,LossBefore,AverageReturn,Time,ItrTime,MinReturn,MaxReturn,StdReturn
1.00568,17.2706,17.17091464996338,2.849,0.0,0.0,-0.0,1,20,-0.0,0.0,17.453938961029053,17.453943967819214,0.0,0.0,0.0
1.00568,17.2706,16.80965805053711,2.849,0.0,0.0,-0.0,1,20,-0.0,0.0,34.50575351715088,17.040026903152466,0.0,0.0,0.0
1.00568,17.2706,18.55479621887207,2.849,0.0,0.0,-0.0,1,20,-0.0,0.0,53.24393630027771,18.716371297836304,0.0,0.0,0.0
1.00568,17.2706,17.53519368171692,2.849,0.000418058,0.0575593,-0.0134472,0.127709827514,20,-0.0128025,85.0,71.17068934440613,17.851709127426147,0.0,1300.0,286.836190185
1.00242,17.1604,16.50204586982727,2.8426,0.0,0.0,-0.0,1,20,-0.0,0.0,87.92793345451355,16.747799396514893,0.0,0.0,0.0
1.00242,17.1604,16.688892364501953,2.8426,0.0,0.0,-0.0,1,20,-0.0,0.0,104.81591033935547,16.869757652282715,0.0,0.0,0.0
1.00242,17.1604,17.278372526168823,2.8426,0.00205831,0.424829,0.00957273,0.190863414363,20,0.0105257,20.0,122.28982019424438,17.45806097984314,0.0,400.0,87.1779788708
