LossBefore,TotalExecTime,AverageReturn,MeanKL,StdReturn,MinReturn,Perplexity,Entropy,MaxReturn,ItrTime,MaxKL,AveragePolicyStd,LossAfter,NumTrajs,ExplainedVariance,Time
0.0436111,10.858279466629028,115.0,0.150941,123.592070943,0.0,13.0471,2.56857,300.0,10.965765953063965,0.850052,0.87453,0.00860715,20,0.408452753647,10.965761184692383
0.0120348,10.711984634399414,455.0,0.0492108,428.339818369,200.0,13.6287,2.61218,1900.0,10.84597110748291,0.12989,0.893557,-0.00467275,20,0.279229194807,21.816420793533325
-0.00221674,10.742688655853271,3360.0,0.155015,1992.83717348,200.0,13.711,2.6182,6600.0,10.830867767333984,0.301781,0.896231,-0.0483438,20,0.236005071967,32.65270757675171
-0.00731374,10.741958618164062,16340.0,0.146569,1863.43768342,12000.0,13.6958,2.61709,19700.0,10.829955577850342,0.298355,0.895773,-0.0456976,20,0.830886865731,43.4863440990448
-0.00720395,10.494750499725342,12600.0,0.167588,3089.49834116,7200.0,13.6458,2.61343,19200.0,10.602507591247559,0.411204,0.894007,-0.0482642,20,0.534759768668,54.09186124801636
-0.0121292,10.681595087051392,17135.0,0.0867892,1741.34287261,13800.0,13.5967,2.60983,19500.0,10.736713647842407,0.234647,0.89243,-0.0369062,20,0.89774740836,64.83099007606506
0.00468615,11.212376832962036,18085.0,0.0713982,1551.21726396,14700.0,13.5145,2.60377,20800.0,11.261228561401367,0.211392,0.889617,-0.0137254,20,0.916025860763,76.09791851043701
