MaxKL,MinReturn,TotalExecTime,Time,AveragePolicyStd,LossBefore,AverageReturn,ItrTime,NumTrajs,LossAfter,MaxReturn,Perplexity,StdReturn,Entropy,ExplainedVariance,MeanKL
0.115329,0.0,16.37162756919861,16.6300106048584,1.00568,0.00715185,15.0,16.630017518997192,20,0.00195986,300.0,17.2706,65.3834841531,2.849,0.0518460160908,0.00342005
586.29,0.0,16.58627963066101,33.40876317024231,1.00918,0.00781126,15.0,16.7581524848938,20,0.992043,300.0,17.3945,65.3834841531,2.85615,0.0777600100371,4.71288
870.016,0.0,14.832087755203247,48.4565851688385,1.01117,0.00565389,5.0,15.042832612991333,20,-1.18843,100.0,17.4626,21.7944947177,2.86006,0.0911993966071,8.11696
0.0504629,0.0,17.22482657432556,65.8407609462738,1.01258,-0.0161728,20.0,17.37611675262451,20,-0.0170419,400.0,17.512,87.1779788708,2.86289,0.0324901161187,0.000779982
0.0,0.0,16.797483205795288,82.76334571838379,1.0085,-0.0,0.0,16.87935519218445,20,-0.0,0.0,17.371,0.0,2.8548,1,0.0
1.97259,0.0,16.006808280944824,98.98789405822754,1.0085,0.00531366,190.0,16.187923669815063,20,0.00131081,1700.0,17.371,450.444225182,2.8548,0.218418763203,0.018897
0.00146407,0.0,16.57286286354065,115.78315567970276,1.00984,0.000442781,75.0,16.78520941734314,20,-0.000490028,1500.0,17.4172,326.917420766,2.85746,0.124471126592,0.000197857
