LossAfter,AverageReturn,Perplexity,NumTrajs,AveragePolicyStd,ItrTime,ExplainedVariance,MeanKL,Time,LossBefore,MaxKL,StdReturn,MinReturn,MaxReturn,TotalExecTime,Entropy
-0.011716,310.0,15.2117,20,0.947542,5.979296922683716,0.927562316001,0.150333,5.979291677474976,0.0133203,1.93244,43.5889894354,200.0,400.0,5.897991895675659,2.72206
-0.0280894,460.0,15.4156,20,0.952884,10.255867958068848,0.909681496642,0.0337514,16.2389075756073,-0.0125606,0.239735,91.6515138991,200.0,600.0,10.179011821746826,2.73538
-0.00601697,585.0,15.3191,20,0.949588,5.681369781494141,0.926968506803,0.0508887,21.925531148910522,0.0227096,0.398468,85.2936105462,400.0,800.0,5.643460512161255,2.7291
-0.0118258,750.0,15.494,20,0.955049,5.444915771484375,0.901581306274,0.0168826,27.382502794265747,-0.00576608,0.07,143.178210633,600.0,1200.0,5.397120475769043,2.74046
-0.0105749,835.0,15.4495,20,0.953424,5.668620586395264,0.89969308082,0.032037,33.06272292137146,0.00315103,0.145015,138.834433769,600.0,1100.0,5.6158812046051025,2.73757
-0.0118057,1030.0,15.4738,20,0.954323,5.633444786071777,0.861538956172,0.0304262,38.70387148857117,0.00146994,0.145441,260.959767014,600.0,1900.0,5.589118242263794,2.73915
-0.0159077,1305.0,15.4852,20,0.95462,5.037832736968994,0.821044270027,0.040421,43.74541139602661,-0.00061351,0.115214,380.0986714,800.0,2100.0,4.97886323928833,2.73988
