MaxReturn,Time,LossBefore,AveragePolicyStd,MaxKL,MeanKL,AverageReturn,ItrTime,Perplexity,TotalExecTime,ExplainedVariance,StdReturn,MinReturn,Entropy,NumTrajs,LossAfter
300.0,7.350978136062622,0.00483217,0.930467,1.82186,0.235693,60.0,7.350982904434204,14.777,7.277307987213135,0.247683149093,120.0,0.0,2.69307,20,-0.0569434
4900.0,15.042561054229736,0.0162044,0.932552,0.802141,0.127948,1540.0,7.6871116161346436,14.8486,7.57501220703125,0.111952856516,1199.74997395,200.0,2.69791,20,-0.0202694
17300.0,22.595947265625,-0.0275451,0.936436,1.56472,0.155138,13470.0,7.550970792770386,14.9694,7.486642599105835,0.695603004503,2548.35240891,8300.0,2.70601,20,-0.0681308
22600.0,29.678079843521118,-0.0232134,0.930124,0.161499,0.03821,21010.0,7.071053743362427,14.7646,6.992629766464233,0.952745892919,1221.02416029,18300.0,2.69224,20,-0.0357507
22300.0,37.06740188598633,0.00707225,0.924754,1.57212,0.156979,19335.0,7.378291606903076,14.5943,7.328773021697998,0.900577360513,1599.14821077,15200.0,2.68063,20,-0.045431
22000.0,44.36789798736572,-0.0239025,0.926341,0.472405,0.170305,17500.0,7.280904769897461,14.646,7.220499277114868,0.704055238676,3100.80634674,9100.0,2.68416,20,-0.074011
23000.0,51.486997842788696,-0.0093002,0.920777,0.805772,0.104819,20185.0,7.105660915374756,14.472,7.056281566619873,0.924137028219,1733.28445444,17000.0,2.67221,20,-0.036377
