NumTrajs,Perplexity,MeanKL,AveragePolicyStd,ExplainedVariance,StdReturn,Entropy,MaxReturn,ItrTime,TotalExecTime,MinReturn,AverageReturn,LossBefore,LossAfter,MaxKL,Time
40,13.0899,0.764648,0.876188,0.200274480655,470.046540249,2.57184,1800.0,4.97424840927124,4.895409822463989,0.0,642.5,-0.00657724,-0.101548,21.4333,4.974241733551025
40,13.0041,0.134725,0.87405,0.485082714953,594.22218067,2.56526,3100.0,4.736159563064575,4.695592403411865,700.0,1720.0,-0.0212728,-0.0629874,3.48006,9.717121601104736
40,12.8665,0.0947407,0.869327,0.538970739012,732.25251792,2.55463,3900.0,4.640843391418457,4.612323760986328,700.0,2132.5,0.00733845,-0.0228397,4.63183,14.360728025436401
40,12.9138,0.164416,0.87107,0.49294044494,806.686897129,2.5583,4100.0,4.635639190673828,4.607703685760498,200.0,2077.5,-0.0362446,-0.0906802,22.2556,19.00034475326538
40,12.6819,0.203026,0.863065,0.473811819155,832.372362588,2.54017,4500.0,4.378006219863892,4.352243423461914,600.0,2262.5,-0.0130224,-0.0565968,58.9047,23.382163286209106
40,12.5995,0.062608,0.860209,0.546137684043,760.390524665,2.53366,4000.0,4.663685083389282,4.6235573291778564,300.0,2332.5,-0.0281266,-0.0499221,1.94023,28.05062460899353
40,12.4236,0.105644,0.854434,0.607865507633,695.480948697,2.5196,4400.0,4.561310052871704,4.503625392913818,900.0,2567.5,-0.0146695,-0.0519938,4.11237,32.620378494262695
