LossBefore,AveragePolicyStd,MeanKL,LossAfter,NumTrajs,MaxReturn,ExplainedVariance,MinReturn,Perplexity,Entropy,AverageReturn,TotalExecTime,MaxKL,StdReturn,ItrTime,Time
-0.0,1.0,0.0,-0.0,20,0.0,1,0.0,17.0795,2.83788,0.0,16.32021713256836,0.0,0.0,16.663530588150024,16.66352367401123
-0.00917784,1.0,0.863148,0.0563708,20,100.0,0.0736355014833,0.0,17.0795,2.83788,5.0,14.19204330444336,78.7016,21.7944947177,14.353507041931152,31.02659583091736
-0.0,0.997708,0.0,-0.0,20,0.0,1,0.0,17.0013,2.83329,0.0,15.851834297180176,0.0,0.0,15.896864414215088,46.93126964569092
-0.0210857,0.997708,0.71251,0.0754032,20,700.0,0.176799940601,0.0,17.0013,2.83329,40.0,16.90906524658203,85.8676,152.970585408,17.06501793861389,64.00368857383728
-0.0160147,0.992465,12.3309,0.2503,20,1900.0,0.246714385048,0.0,16.823,2.82275,140.0,17.108241081237793,556.987,448.776113446,17.281718254089355,81.31651639938354
-0.0,0.9885,0.0,-0.0,20,0.0,1,0.0,16.6888,2.81474,0.0,16.583781480789185,0.0,0.0,16.783616304397583,98.11941123008728
-0.0,0.9885,0.0,-0.0,20,0.0,1,0.0,16.6888,2.81474,0.0,16.055652141571045,0.0,0.0,16.30622124671936,114.4513168334961
