0MaxReturn,1PolicyExecTime,0PolicyExecTime,1MinReturn,1ExplainedVariance,LossBefore,0ExplainedVariance,1Entropy,0StdReturn,1AverageReturn,1NumTrajs,1Perplexity,0AverageReturn,Time,0EnvExecTime,1AveragePolicyStd,0AveragePolicyStd,1EnvExecTime,dLoss,0NumTrajs,0Entropy,LossAfter,0MinReturn,ComputeUpdatedDistTime,1StdReturn,0Perplexity,1MaxReturn,MeanKL,1ProcessExecTime,0ProcessExecTime,MeanKLBefore,ItrTime
2700.0,38.98832631111145,26.83294177055359,0.0,0.16539776011,2.69210431725e-10,0.116823802387,2.62752,574.296550002,360.8125,1600,13.8394,222.6875,1320.7205984592438,24.817140579223633,0.900194,0.902427,24.660276412963867,0.00389993310819,1600,2.63249,-0.00389993283898,0.0,0.09986734390258789,750.163708695,13.9083,2800.0,0.00925727188587,0.8963890075683594,0.9498684406280518,-1.86264415003e-09,121.61615204811096
2700.0,38.92468452453613,27.363051176071167,0.0,0.142443132568,-1.45519152284e-09,0.0787739234994,2.61971,540.819054768,334.8125,1600,13.7318,201.5,1446.4712240695953,24.751619815826416,0.896728,0.900623,25.05994939804077,0.00476378848543,1600,2.62842,-0.00476378994063,0.0,0.09022903442382812,719.796387768,13.8518,2700.0,0.00691922102123,0.9057984352111816,0.9421088695526123,-7.45056993878e-09,122.42545557022095
2500.0,39.19584941864014,27.25640630722046,0.0,0.143543998607,1.51339918375e-09,0.0864199678134,2.60301,536.502966994,330.4375,1600,13.5043,204.5625,1571.9623019695282,24.801864624023438,0.889231,0.890964,24.754384994506836,0.00485917332117,1600,2.6069,-0.00485917180777,0.0,0.1007382869720459,722.680640805,13.557,2800.0,0.00828921515495,0.8984072208404541,0.9430301189422607,5.58793189498e-09,122.51700687408447
2700.0,38.276464223861694,27.390525817871094,0.0,0.186575408302,-5.52972778678e-10,0.0762398804676,2.56949,541.816331887,412.375,1600,13.0591,207.75,1697.0516383647919,24.677439212799072,0.874446,0.877362,25.022027492523193,0.00492520854459,1600,2.57616,-0.00492520909756,0.0,0.08837223052978516,794.864365395,13.1466,3000.0,0.00844021234661,0.9066107273101807,0.943413257598877,0.0,121.889719247818
2600.0,41.39865827560425,27.279707670211792,0.0,0.138889250834,-3.20142135024e-10,0.0935666891555,2.56757,579.71083511,327.375,1600,13.0341,231.6875,1825.6758456230164,24.807800769805908,0.873611,0.87496,25.177790641784668,0.00459564445191,1600,2.57071,-0.00459564477205,0.0,0.09954023361206055,723.161883243,13.0751,2700.0,0.00852380786091,0.9286541938781738,0.9518346786499023,-1.49011594175e-08,125.11283278465271
2600.0,39.6871018409729,26.428582906723022,0.0,0.181238808298,4.07453626394e-10,0.0988397375812,2.54118,581.238706207,418.25,1600,12.6946,239.4375,1951.185293674469,24.912993669509888,0.86239,0.863187,24.98668074607849,0.00535484816646,1600,2.54312,-0.00535484775901,0.0,0.12580657005310059,787.959032882,12.7192,2700.0,0.00657497299835,0.9091501235961914,0.9613399505615234,-1.86264443869e-08,122.46080899238586
2600.0,34.41091847419739,25.87337350845337,0.0,0.136482222816,-1.86264514923e-09,0.0870299264245,2.50857,554.838363287,368.5625,1600,12.2873,211.375,2068.5581216812134,24.1609365940094,0.848594,0.849201,23.62017512321472,0.00665331445634,1600,2.51019,-0.00665331631899,0.0,0.08465266227722168,756.450879829,12.3072,2800.0,0.00904419459403,0.8639919757843018,0.9328291416168213,-1.11758664545e-08,114.11897373199463
2800.0,34.680527210235596,24.17162251472473,0.0,0.146781659546,-4.65661287308e-10,0.0901661712747,2.48675,601.048429699,401.4375,1600,12.0221,248.1875,2183.8189585208893,23.81674361228943,0.839633,0.839866,23.69013237953186,0.0019764858298,1600,2.48726,-0.00197648629546,0.0,0.1005556583404541,809.655286893,12.0283,2800.0,0.00580992829055,0.8687050342559814,0.9084370136260986,-3.72528763393e-09,112.45864248275757
2700.0,34.696409702301025,23.83920168876648,0.0,0.158331982171,8.73114913702e-10,0.0908534764947,2.46742,599.371516544,447.5625,1600,11.792,239.8125,2298.848756313324,23.695167064666748,0.831494,0.83403,23.88590431213379,0.00670839421218,1600,2.47354,-0.00670839333907,0.0,0.08806276321411133,810.335769045,11.8643,2800.0,0.00682660937309,0.8576388359069824,0.900627851486206,3.72528696779e-09,112.23265075683594
2700.0,34.31885313987732,23.740476369857788,0.0,0.17608299554,2.09547579288e-09,0.0972247839278,2.45049,609.910722847,441.5,1600,11.5941,256.8125,2414.180990934372,23.858787059783936,0.824251,0.825151,23.601349592208862,0.0,1600,2.45272,2.09547579288e-09,0.0,0.09862041473388672,832.235092988,11.6199,2900.0,7.45058503782e-09,0.8594028949737549,0.9197418689727783,-3.72528963233e-09,112.15636324882507
2800.0,33.92780065536499,25.06416654586792,0.0,0.174992261032,-9.89530235529e-10,0.0775716961959,2.44653,594.300767578,422.0,1600,11.5482,241.6875,2530.1209139823914,23.88076376914978,0.822571,0.825151,23.871559143066406,0.00112386891851,1600,2.45272,-0.00112386990804,0.0,0.08372616767883301,838.870371392,11.6199,2900.0,0.00938914995641,0.8781437873840332,0.9083168506622314,2.2351757778e-08,113.10503649711609
2600.0,33.534053802490234,25.310683250427246,0.0,0.155170478892,-6.98491930962e-10,0.0863934027007,2.43947,643.35447801,427.8125,1600,11.467,280.125,2646.797340154648,23.829469919204712,0.819694,0.822901,24.17479634284973,0.0,1600,2.44732,-6.98491930962e-10,0.0,0.08582854270935059,834.158387145,11.5574,2900.0,1.86264443869e-08,0.8686294555664062,0.9037399291992188,1.86264479396e-08,113.64140605926514
2800.0,34.239282846450806,24.772958040237427,0.0,0.11221108737,2.67755240202e-09,0.0945212773164,2.44615,623.714628256,333.375,1600,11.5438,260.25,2763.2663702964783,24.024129390716553,0.82241,0.822901,23.88342261314392,2.03726813197e-10,1600,2.44732,2.47382558882e-09,0.0,0.11109042167663574,730.195939029,11.5574,2800.0,3.72528985437e-09,0.8707187175750732,0.9219436645507812,3.72528985437e-09,113.58837342262268
2500.0,34.8753776550293,23.81967043876648,0.0,0.188038946038,-4.65661287308e-10,0.0878904861059,2.45031,621.777941546,452.1875,1600,11.5919,262.4375,2879.7097594738007,24.064425945281982,0.824076,0.822901,24.14080810546875,0.00344072817825,1600,2.44732,-0.00344072864391,0.0,0.08641505241394043,841.394803195,11.5574,2800.0,0.00663772411644,0.8769843578338623,0.9106817245483398,-7.45057526785e-09,113.43573045730591
2800.0,35.855026721954346,22.537073135375977,0.0,0.142613550024,-2.32830643654e-10,0.0855988923416,2.43069,604.998963713,409.6875,1600,11.3667,239.9375,2995.1260986328125,23.980315685272217,0.816402,0.818519,23.969431400299072,0.00545435375534,1600,2.43621,-0.00545435398817,0.0,0.10758852958679199,809.845604016,11.4297,2900.0,0.00632297806442,0.8829874992370605,0.9154260158538818,-4.09782288102e-08,112.4181535243988
2800.0,35.93125510215759,22.864969491958618,0.0,0.175478535639,-4.65661287308e-10,0.0792876358759,2.39846,612.412634075,412.375,1600,11.0062,242.875,3111.325791120529,24.004052877426147,0.803469,0.805789,23.886454820632935,-1.16415321827e-10,1600,2.40431,-3.49245965481e-10,0.0,0.09701824188232422,825.134449272,11.0708,2900.0,0.0,0.8649191856384277,0.9079422950744629,3.72528741188e-09,113.43127965927124
