0MaxReturn,1PolicyExecTime,0PolicyExecTime,1MinReturn,1ExplainedVariance,LossBefore,0ExplainedVariance,1Entropy,0StdReturn,1AverageReturn,1NumTrajs,1Perplexity,0AverageReturn,Time,0EnvExecTime,1AveragePolicyStd,0AveragePolicyStd,1EnvExecTime,dLoss,0NumTrajs,0Entropy,LossAfter,0MinReturn,ComputeUpdatedDistTime,1StdReturn,0Perplexity,1MaxReturn,MeanKL,1ProcessExecTime,0ProcessExecTime,MeanKLBefore,ItrTime
2700.0,34.80239725112915,22.65346908569336,0.0,0.295575385358,-2.32830643654e-10,0.0760236282969,2.06887,710.255431055,641.875,1600,7.91586,323.3125,7940.366320371628,23.903282403945923,0.681256,0.68386,23.601082801818848,1.39698386192e-09,1600,2.07671,-1.62981450558e-09,0.0,0.09123969078063965,1044.03495362,7.97819,2900.0,0.0,0.8494584560394287,0.9000654220581055,0.0,111.4992847442627
2700.0,36.31207227706909,23.23936152458191,0.0,0.202759892436,1.39698386192e-09,0.0861274459294,2.07806,748.977821663,597.75,1600,7.98899,352.6875,8056.517714500427,23.974510192871094,0.684332,0.68386,23.990832567214966,0.00228511774912,1600,2.07671,-0.00228511635214,0.0,0.09797024726867676,1007.15313508,7.97819,2900.0,0.00849438272417,0.8659751415252686,0.9035916328430176,0.0,113.56623005867004
2700.0,35.4287314414978,23.032654523849487,0.0,0.183242235865,2.61934474111e-10,0.0667743708999,2.07917,687.37919109,568.0,1600,7.99779,316.3125,8171.332814455032,23.898975133895874,0.684756,0.684863,23.79530143737793,0.0048348706041,1600,2.07951,-0.00483487034217,0.0,0.09971141815185547,965.039377435,8.00055,2900.0,0.00694529525936,0.8524420261383057,0.9106960296630859,0.0,112.38909196853638
2700.0,35.433960914611816,23.215245008468628,0.0,0.200561957974,-3.49245965481e-10,0.0804887765367,2.06481,726.831842549,561.0625,1600,7.88377,329.3125,8287.59630060196,23.99385166168213,0.679915,0.680891,24.1525821685791,0.00658491032664,1600,2.06777,-0.00658491067588,0.0,0.11162066459655762,977.312703843,7.90716,2900.0,0.00928855501115,0.8725323677062988,0.914191484451294,0.0,112.95515513420105
2800.0,36.137701988220215,23.054800987243652,0.0,0.236644922437,2.61934474111e-10,0.065173405312,2.05512,724.986398041,599.3125,1600,7.80776,343.3125,8403.38264966011,24.073503732681274,0.676658,0.67752,23.67102074623108,0.0023878517386,1600,2.05782,-0.00238785147667,0.0,0.11400580406188965,1030.60335597,7.82891,2900.0,0.00955024268478,0.8436291217803955,0.9092998504638672,0.0,112.92145872116089
2800.0,34.63034510612488,23.13768982887268,0.0,0.211294874836,-2.69210431725e-09,0.0788618840641,2.05432,719.258447878,568.25,1600,7.80151,332.1875,8517.50896525383,23.933914184570312,0.676373,0.677182,23.80213189125061,0.00477273260185,1600,2.0568,-0.00477273529395,0.0,0.11521458625793457,957.544744385,7.82092,2900.0,0.006631385535,0.8545403480529785,0.9096531867980957,0.0,111.67504143714905
2800.0,34.80585336685181,24.32182264328003,0.0,0.16257488288,2.44472175837e-09,0.0830615199244,2.03701,727.761913227,612.625,1600,7.66766,349.6875,8634.715324163437,24.317474365234375,0.670545,0.671458,24.0530846118927,9.31322574615e-10,1600,2.03996,1.51339918375e-09,0.0,0.11265873908996582,1013.49795726,7.69028,2900.0,1.49011505357e-08,0.8757174015045166,0.9164118766784668,0.0,114.12518453598022
2700.0,35.07594656944275,24.761099338531494,0.0,0.239858632721,-3.49245965481e-10,0.0701454422331,2.03497,721.805935549,580.625,1600,7.65205,341.5625,8751.951805591583,23.98300838470459,0.669846,0.671458,24.05304527282715,-4.65661287308e-10,1600,2.03996,1.16415321827e-10,0.0,0.09538769721984863,988.90702767,7.69028,2800.0,-2.22044604925e-16,0.8557267189025879,0.9143145084381104,0.0,114.37198567390442
2800.0,34.48950529098511,24.75744104385376,0.0,0.196025668528,-4.07453626394e-10,0.0776170794815,2.03669,725.257540464,626.5625,1600,7.66522,342.0,8868.707570552826,24.10255789756775,0.670312,0.671458,23.8208065032959,6.54836185277e-10,1600,2.03996,-1.06228981167e-09,0.0,0.10294055938720703,1014.26731368,7.69028,2900.0,0.0,0.8602604866027832,0.9207794666290283,0.0,113.78294730186462
2700.0,34.44586133956909,24.19836163520813,0.0,0.228189966284,1.39698386192e-09,0.0891513474853,2.03977,722.777455376,597.8125,1600,7.6888,330.5,8983.976748466492,24.068822622299194,0.671484,0.671458,23.923579931259155,0.00314992293715,1600,2.03996,-0.00314992154017,0.0,0.10525369644165039,1026.22559159,7.69028,2800.0,0.00552665488794,0.8617985248565674,0.91621994972229,0.0,112.68353772163391
2800.0,46.2088737487793,28.332411289215088,0.0,0.222625156052,-2.02271621674e-09,0.0854152148103,2.01982,745.446570751,598.625,1600,7.53696,359.1875,9121.17664885521,26.102553844451904,0.664721,0.664738,26.65856170654297,0.00614666084584,1600,2.01995,-0.00614666286856,0.0,0.11069250106811523,996.743753116,7.53794,2900.0,0.0099213430658,0.9793188571929932,0.994013786315918,0.0,133.856600522995
2900.0,45.35109758377075,33.64954447746277,0.0,0.224941059345,5.82076609135e-11,0.0819050168441,1.98166,747.037312384,589.9375,1600,7.25481,355.9375,9263.289038419724,26.376462697982788,0.652013,0.652911,26.544724941253662,0.00317481608363,1600,1.98452,-0.00317481602542,0.0,0.1351323127746582,996.377185655,7.27557,2900.0,0.00808267761022,0.9863016605377197,1.0094504356384277,-1.49011585293e-08,138.74291014671326
2800.0,45.24466300010681,32.53392171859741,0.0,0.235676902162,2.21189111471e-09,0.0724706488137,1.98399,727.222538907,605.4375,1600,7.27173,338.9375,9404.014086484909,26.25252652168274,0.65274,0.653131,26.3173828125,0.0037462428445,1600,1.98505,-0.00374624063261,0.0,0.11174249649047852,1037.31103513,7.27941,2900.0,0.00900943763554,0.9806091785430908,1.0071406364440918,-1.49011540884e-08,137.12860870361328
2800.0,45.94700908660889,33.23989987373352,0.0,0.180694503262,-2.09547579288e-09,0.0772131786269,1.97903,752.080406273,605.9375,1600,7.23569,362.25,9545.757678508759,26.5803861618042,0.651112,0.649501,26.452939987182617,0.00237124785781,1600,1.97396,-0.00237124995328,0.0,0.10812711715698242,1015.75513589,7.19915,2900.0,0.00970079470426,0.9578611850738525,1.032261610031128,0.0,138.86964201927185
2800.0,45.69951367378235,31.59778666496277,0.0,0.170306129386,-2.32830643654e-10,0.0773216489214,1.97057,731.424882934,630.375,1600,7.17477,340.375,9685.810949325562,26.369754552841187,0.648435,0.648812,26.534615993499756,0.00276074209251,1600,1.97181,-0.00276074232534,0.0,0.10909390449523926,1021.56245985,7.18366,2800.0,0.00556364282966,0.9591126441955566,0.997750997543335,0.0,136.68777680397034
2800.0,45.99877691268921,32.147867918014526,0.0,0.198836989014,-2.21189111471e-09,0.0774624241807,1.95398,766.341307774,635.5625,1600,7.05673,364.0,9826.958683729172,26.224161863327026,0.643083,0.644638,26.50206685066223,-8.14907252789e-10,1600,1.95877,-1.39698386192e-09,0.0,0.09012317657470703,1009.13530242,7.09062,2800.0,-2.22044604925e-16,0.9514188766479492,0.9918074607849121,7.45057526785e-09,137.91034531593323
2900.0,51.55920696258545,33.13167142868042,0.0,0.230066971044,-3.25962901115e-09,0.071334012964,1.95922,730.396935641,596.375,1600,7.0938,337.4375,9977.583638191223,27.188463926315308,0.644791,0.644638,27.550422191619873,0.00511065544561,1600,1.95877,-0.00511065870523,0.0,0.1220240592956543,1028.40257651,7.09062,2900.0,0.00907776597887,1.011404275894165,1.0405869483947754,7.45057526785e-09,147.48958158493042
2700.0,54.915653467178345,34.23104500770569,0.0,0.232976801098,-1.39698386192e-09,0.0736129867803,1.95688,762.186900369,646.3125,1600,7.07722,368.9375,10132.84779381752,27.586273431777954,0.64408,0.644972,28.133780002593994,0.00314755598083,1600,1.95973,-0.00314755737782,0.0,0.11375570297241211,1052.98333431,7.09742,2900.0,0.00834889244288,1.0438258647918701,1.0498220920562744,0.0,151.96919894218445
2700.0,51.046980142593384,37.31530737876892,0.0,0.223049788714,2.32830643654e-09,0.0729605522401,1.96307,742.958588916,634.125,1600,7.12115,349.8125,10287.309786081314,27.638354301452637,0.645977,0.645491,27.490818738937378,0.00252558710054,1600,1.96165,-0.00252558477223,0.0,0.1062619686126709,1088.97795404,7.11103,2900.0,0.00660274224356,1.00370454788208,1.0609233379364014,-7.45057970875e-09,150.95621252059937
2700.0,52.90177607536316,37.00067353248596,0.0,0.287803302735,5.23868948221e-10,0.0730099274292,1.9562,736.240319864,699.0625,1600,7.07241,346.4375,10442.826704025269,27.527833700180054,0.643821,0.643919,27.530304431915283,0.00306797592202,1600,1.95665,-0.00306797539815,0.0,0.10654163360595703,1098.09169521,7.0756,2900.0,0.0095639647916,1.0196623802185059,1.0711426734924316,0.0,151.99852919578552
2700.0,51.01510691642761,34.57038235664368,0.0,0.222359007852,-1.86264514923e-09,0.0763816983923,1.9138,772.729243898,620.0,1600,6.77883,377.875,10592.587136030197,26.916563034057617,0.630242,0.63198,27.115392208099365,0.00373387662694,1600,1.91942,-0.00373387848958,0.0,0.10661888122558594,1062.74408961,6.81699,2900.0,0.00859017577022,0.9627110958099365,0.9962213039398193,0.0,146.4670867919922
2800.0,58.044114112854004,35.308456897735596,0.0,0.244867438171,-1.2805685401e-09,0.0797848968777,1.88833,766.522086684,638.375,1600,6.60831,374.625,10751.43119764328,26.777145862579346,0.622299,0.622785,28.79560422897339,0.00214300502557,1600,1.88989,-0.00214300630614,0.0,0.10003161430358887,1089.35295445,6.61864,2900.0,0.00563491694629,1.000239610671997,0.9697530269622803,0.0,155.78311133384705
2700.0,59.930339336395264,40.230226039886475,0.0,0.21932404124,-2.32830643654e-10,0.0717962872837,1.87301,774.976489059,609.9375,1600,6.50785,379.5625,10919.193915128708,28.238266229629517,0.617594,0.619332,28.69588017463684,0.00517428829335,1600,1.87879,-0.00517428852618,0.0,0.11066174507141113,1044.55492727,6.54561,2900.0,0.00782149750739,1.0157339572906494,1.0405902862548828,7.45057793239e-09,164.25920796394348
2800.0,57.23938488960266,40.75364828109741,0.0,0.141061277725,-6.62112142891e-10,0.072187278187,1.85788,778.96565784,625.25,1600,6.41015,378.0625,11085.187564134598,28.12576723098755,0.612842,0.61431,28.810393571853638,-1.31694832817e-09,1600,1.86285,6.54836185277e-10,0.0,0.11201739311218262,1086.93373188,6.44205,3000.0,0.0,1.006683111190796,1.021719217300415,0.0,162.57585453987122
2700.0,57.31625699996948,43.576159715652466,0.0,0.205305854835,3.82715370506e-09,0.0851807644558,1.86028,788.617953983,672.3125,1600,6.42555,391.3125,11254.318144083023,28.245391845703125,0.613497,0.61431,28.757057428359985,1.77533365786e-09,1600,1.86285,2.0518200472e-09,0.0,0.11116766929626465,1053.10358101,6.44205,3000.0,-1.49011505357e-08,1.004859209060669,1.047661542892456,-1.49011505357e-08,165.7053542137146
2700.0,57.12861919403076,42.44313979148865,0.0,0.234746149231,1.10594555736e-09,0.0678500002017,1.86068,786.047231405,634.25,1600,6.42809,393.5,11420.705899953842,28.019198894500732,0.613658,0.61431,28.81082797050476,0.00258755119285,1600,1.86285,-0.0025875500869,0.0,0.11131596565246582,1046.72796729,6.44205,2900.0,0.00404973328114,1.0188734531402588,1.0304827690124512,0.0,163.3808469772339
2700.0,59.02755355834961,40.2412269115448,0.0,0.168172627747,-1.39698386192e-09,0.0710197455694,1.85879,783.911576248,663.125,1600,6.41598,389.625,11587.741337060928,28.12238335609436,0.613078,0.613662,28.49713706970215,-2.32830643654e-10,1600,1.86071,-1.16415321827e-09,0.0,0.12131142616271973,1101.28458374,6.42828,2900.0,0.0,1.025247573852539,1.0400702953338623,7.45057970875e-09,163.64398980140686
2800.0,57.82257914543152,38.267189741134644,0.0,0.195071047164,-1.2805685401e-09,0.0723805133269,1.85764,798.179997616,526.0625,1600,6.4086,398.4375,11750.097333192825,27.716848850250244,0.61276,0.613662,28.199143886566162,0.00397293141577,1600,1.86071,-0.00397293269634,0.0,0.10369229316711426,981.524068016,6.42828,2900.0,0.007045770064,1.00189208984375,1.0061461925506592,0.0,158.9603509902954
2900.0,61.038315534591675,40.03536128997803,0.0,0.245127575252,-5.82076609135e-11,0.0636047925556,1.83033,783.369103516,673.875,1600,6.23592,387.6875,11919.121939182281,28.16015076637268,0.604274,0.604355,29.154476404190063,0.00141056714347,1600,1.8306,-0.00141056720167,0.0,0.11117291450500488,1106.45491746,6.23761,3000.0,0.0092166243121,1.0552785396575928,1.0255138874053955,0.0,165.62272548675537
2700.0,59.351097106933594,46.16224479675293,0.0,0.24703520659,3.49245965481e-10,0.0793734565567,1.82555,794.877309715,659.6875,1600,6.20622,390.25,12095.00143814087,30.3870952129364,0.602867,0.604614,29.041015148162842,0.00511751731392,1600,1.83143,-0.00511751696467,0.0,0.11646151542663574,1078.36387752,6.24279,3000.0,0.00661665992811,1.0385246276855469,1.1342532634735107,-7.45057526785e-09,172.17387127876282
2800.0,55.9460391998291,43.14372968673706,0.0,0.191586879786,1.16415321827e-10,0.0558307951798,1.81315,771.145634653,623.9375,1600,6.12974,375.1875,12262.010804891586,29.17664337158203,0.59912,0.599371,28.2669677734375,0.00476999219973,1600,1.81408,-0.00476999208331,0.0,0.10933589935302734,1039.73950877,6.13543,2900.0,0.00777405453846,1.0379102230072021,1.085766315460205,0.0,163.54644203186035
2900.0,51.69975185394287,35.94425415992737,0.0,0.120590057973,-2.32830643654e-10,0.084771773449,1.81244,812.540729748,583.5,1600,6.1254,407.25,12414.787929534912,27.04120707511902,0.598929,0.599423,27.386745929718018,-3.49245965481e-10,1600,1.8142,1.16415321827e-10,0.0,0.08957767486572266,1022.46772565,6.13618,2900.0,0.0,0.9676568508148193,0.9947218894958496,0.0,149.45727157592773
2800.0,51.245787143707275,36.100011587142944,0.0,0.238831118152,-1.86264514923e-09,0.0705410453403,1.81014,782.780877605,643.5,1600,6.11129,381.6875,12567.09474682808,27.32249402999878,0.598218,0.599423,27.492706775665283,0.00662383716553,1600,1.8142,-0.00662383902818,0.0,0.10024261474609375,1063.01234706,6.13618,2900.0,0.00927821267396,0.9674282073974609,1.001619815826416,0.0,149.01045536994934
2800.0,52.09300899505615,35.35919523239136,0.0,0.249963821057,9.31322574615e-10,0.066371655051,1.78917,789.650117833,655.625,1600,5.98448,386.4375,12718.96721982956,27.109530448913574,0.591967,0.592362,27.292601346969604,0.00369015755132,1600,1.7905,-0.00369015662,0.0,0.10213017463684082,1058.42139972,5.99243,3000.0,0.00771183939651,0.9594275951385498,1.0026788711547852,0.0,148.6613118648529
2600.0,58.28496170043945,35.001429319381714,0.0,0.280941348527,-6.40284270048e-09,0.0592126573923,1.79624,799.047831797,714.4375,1600,6.02695,404.75,12878.768924713135,27.345610857009888,0.594118,0.595062,28.852341413497925,0.00589909276459,1600,1.79945,-0.00589909916744,0.0,0.1154487133026123,1132.04916351,6.04634,2900.0,0.00791261903942,1.0143189430236816,0.9930105209350586,0.0,156.56308436393738
