ItrTime,TotalExecTime,LossAfter,AverageReturn,AveragePolicyStd,LossBefore,StdReturn,Time,NumTrajs,MaxKL,MaxReturn,Perplexity,MeanKL,MinReturn,ExplainedVariance,Entropy
16.51482605934143,16.177916049957275,-1.47415,85.0,1.00066,0.00876751,348.245602987,16.514819145202637,20,365.54,1600.0,17.1021,2.59151,0.0,0.107780471796,2.8392
15.715421438217163,15.416569471359253,2.14573,15.0,1.00507,0.0261802,65.3834841531,32.247482776641846,20,1503.91,300.0,17.2527,12.0322,0.0,0.241192883591,2.84797
16.06476855278015,15.86345911026001,1.54115,100.0,1.01167,-0.0202592,314.642654451,48.32573437690735,20,798.943,1300.0,17.48,6.70848,0.0,0.388155641391,2.86106
17.277555465698242,17.006712198257446,-0.0216121,15.0,1.00656,-0.0199003,65.3834841531,65.62477254867554,20,0.00643577,300.0,17.3038,0.000605263,0.0,0.571085176435,2.85093
18.00565457344055,17.82234811782837,3.62075,100.0,1.00155,-0.0251081,248.99799196,83.65752100944519,20,2328.32,800.0,17.1325,20.4652,0.0,0.502602257558,2.84098
16.13842225074768,15.930730104446411,-0.00484506,95.0,0.995315,-0.00248725,198.683164863,99.81061458587646,20,0.0151845,700.0,16.9188,0.0016443,0.0,0.419336202145,2.82842
17.755125284194946,17.636293172836304,0.00687508,40.0,0.994687,0.0025884,174.355957742,117.5824670791626,20,12.9824,800.0,16.8978,0.074306,0.0,0.434608095346,2.82718
