AverageReturn,ExplainedVariance,StdReturn,LossAfter,MinReturn,Perplexity,MaxReturn,Time,MaxKL,NumTrajs,LossBefore,TotalExecTime,MeanKL,Entropy,ItrTime,AveragePolicyStd
0.0,1,0.0,-0.0,0.0,11.4353,0.0,4.49465012550354,0.0,40,-0.0,4.414073705673218,0.0,2.4367,4.494653701782227,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,8.086480855941772,0.0,40,-0.0,3.4891273975372314,0.0,2.4367,3.5868451595306396,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,11.940844535827637,0.0,40,-0.0,3.803107738494873,0.0,2.4367,3.850774049758911,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,15.829189538955688,0.0,40,-0.0,3.8557002544403076,0.0,2.4367,3.882951259613037,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,19.780982971191406,0.0,40,-0.0,3.8921964168548584,0.0,2.4367,3.9425599575042725,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,23.788372039794922,0.0,40,-0.0,3.934891939163208,0.0,2.4367,4.003269195556641,0.82843
0.0,1,0.0,-0.0,0.0,11.4353,0.0,27.67573356628418,0.0,40,-0.0,3.8319923877716064,0.0,2.4367,3.8778629302978516,0.82843
