MaxKL,Perplexity,TotalExecTime,MinReturn,Entropy,Time,LossBefore,StdReturn,ItrTime,NumTrajs,ExplainedVariance,LossAfter,MeanKL,AverageReturn,MaxReturn,AveragePolicyStd
0.588627,13.0471,6.411204099655151,9600.0,2.56857,6.486956596374512,0.00799617,2466.98196183,6.486962556838989,20,0.737688699806,-0.0352628,0.36291,15200.0,18000.0,0.87453
0.444051,13.1519,6.289072751998901,3700.0,2.57657,12.862090826034546,-0.00351624,2520.61004521,6.370995759963989,20,0.546735252659,-0.0581391,0.226404,11045.0,14900.0,0.877989
0.126242,13.1288,6.376543045043945,14900.0,2.57481,19.288445949554443,-0.0383104,1534.79640344,6.417736530303955,20,0.925517498891,-0.0541705,0.0425285,19480.0,21100.0,0.877201
0.0854495,12.8797,6.257736682891846,16000.0,2.55565,25.611720323562622,0.00104462,1398.53494772,6.304912090301514,20,0.924203407213,-0.0152017,0.0553544,18890.0,21100.0,0.868781
0.0584359,12.8864,6.3422300815582275,17700.0,2.55618,32.00054717063904,-0.0296239,1168.58889264,6.384977579116821,20,0.958354815837,-0.0390391,0.023467,20080.0,21500.0,0.868988
0.286898,12.697,6.446573972702026,18200.0,2.54136,38.48379302024841,-0.00929584,741.687265632,6.478214263916016,20,0.972128250167,-0.0325918,0.0878661,19830.0,21000.0,0.862522
0.2764,12.6381,6.596256256103516,16900.0,2.53671,45.12874746322632,-0.00325422,1226.08115555,6.639419794082642,20,0.941018211227,-0.0390964,0.142987,19635.0,21300.0,0.860367
