AverageReturn,MaxKL,ExplainedVariance,MeanKL,AveragePolicyStd,MinReturn,ItrTime,LossAfter,StdReturn,Entropy,Time,NumTrajs,Perplexity,TotalExecTime,LossBefore,MaxReturn
975.0,0.510824,0.933095247395,0.02751,0.87453,800.0,5.912357807159424,0.00175657,76.6485485838,2.56857,5.912351608276367,20,13.0471,5.849775552749634,0.0115499,1100.0
965.0,0.124315,0.935986773253,0.0207415,0.879581,700.0,6.2739808559417725,-0.0312245,85.2936105462,2.58012,12.19362187385559,20,13.1987,6.213198900222778,-0.0210726,1100.0
1045.0,0.0693455,0.943662528646,0.00676333,0.874921,900.0,6.614048957824707,-0.00527095,66.8954408013,2.56958,18.810870885849,20,13.0604,6.555908679962158,0.000941483,1200.0
1035.0,0.0216742,0.937448646963,0.00406489,0.875076,900.0,6.461974382400513,-0.0109562,85.2936105462,2.57005,25.28311800956726,20,13.0665,6.405364513397217,-0.00722774,1300.0
930.0,0.169376,0.877411529574,0.0185387,0.873444,300.0,6.426957130432129,0.0173691,219.317121995,2.56644,31.717061758041382,20,13.0194,6.362386226654053,0.0330734,1100.0
1030.0,0.0549506,0.942891228022,0.0125199,0.880798,900.0,6.308971166610718,0.0114778,71.4142842854,2.58298,38.033281564712524,20,13.2365,6.27325963973999,0.0172919,1200.0
1020.0,0.0570141,0.94173075879,0.00707934,0.88473,900.0,6.544708728790283,-0.012207,74.8331477355,2.59162,44.58944344520569,20,13.3514,6.498615741729736,-0.0069055,1100.0
