AveragePolicyStd,ItrTime,MaxKL,NumTrajs,Entropy,ExplainedVariance,Time,LossAfter,TotalExecTime,MaxReturn,StdReturn,AverageReturn,LossBefore,Perplexity,MinReturn,MeanKL
1.0032,5.430464506149292,0.219673,20,2.84416,0.475467692984,5.4304587841033936,-0.0512992,5.377315521240234,15800.0,3790.4617133,6420.0,-0.0162434,17.1872,0.0,0.115976
0.995073,5.194070816040039,0.0139311,20,2.82792,0.822122821783,10.628608703613281,-0.0084203,5.1145408153533936,21800.0,9753.08156431,13120.0,-0.00485389,16.9102,0.0,0.00390532
0.993869,4.824382781982422,0.0712878,20,2.82549,0.838857797279,15.45796251296997,0.00376451,4.783406972885132,22500.0,8999.6374927,15445.0,0.0107086,16.8692,0.0,0.0140218
0.996513,4.7716264724731445,0.164269,20,2.83085,0.828135710226,20.233346700668335,-0.0264634,4.730055332183838,22400.0,8810.66824934,15125.0,-0.0153161,16.9598,0.0,0.0322618
0.992706,5.0772645473480225,0.645643,20,2.82319,0.807167446673,25.31588912010193,-0.105609,5.033618688583374,20600.0,1964.79006512,16940.0,-0.0251252,16.8304,13700.0,0.317227
0.986473,5.2123122215271,0.0569408,20,2.81063,0.836385956418,30.53480362892151,-0.0132571,5.140653133392334,23100.0,9498.18930112,5480.0,-0.00685591,16.6203,0.0,0.0149331
0.98478,10.640652656555176,0.0733925,20,2.8072,0.835787348675,41.17937755584717,-0.00280904,10.608133554458618,22100.0,10127.2046982,7415.0,0.0076383,16.5634,0.0,0.0194588
