LossAfter,MaxReturn,MinReturn,AveragePolicyStd,Time,AverageReturn,NumTrajs,MaxKL,Entropy,ExplainedVariance,LossBefore,Perplexity,MeanKL,ItrTime,StdReturn,TotalExecTime
-0.143984,900.0,0.0,0.982009,8.46456789970398,310.0,40,113.485,2.79458,0.168369295589,0.0140717,16.3558,1.19297,8.464572668075562,242.69322199,8.36435604095459
-0.044768,4900.0,0.0,0.988004,16.951096773147583,3305.0,40,99.742,2.80865,0.651382320713,-0.0250614,16.5876,0.29628,8.483600616455078,1023.21796309,8.410704135894775
-0.0823158,6400.0,1100.0,0.982278,24.163053035736084,4130.0,40,10.3388,2.79612,0.659724760825,-0.0323914,16.381,0.158078,7.202046155929565,1248.23875921,7.128503799438477
-0.0582194,6800.0,600.0,0.974326,31.619003772735596,4905.0,40,25.3712,2.77993,0.747759136958,-0.0166648,16.1179,0.1689,7.444183588027954,1174.51053635,7.337123394012451
-0.0187194,6900.0,1900.0,0.970104,38.974398612976074,5267.5,40,4.15164,2.7716,0.831442647282,-0.00101655,15.9841,0.0347822,7.349976062774658,976.572449949,7.301692962646484
-0.0442951,6600.0,3000.0,0.969717,46.37507343292236,4922.5,40,13.3629,2.77109,0.823858410758,-0.0170027,15.976,0.0883053,7.394778728485107,920.458445559,7.357980012893677
-0.0486856,6700.0,3100.0,0.965645,53.760249614715576,5087.5,40,26.1277,2.76259,0.837184633838,-0.0126934,15.8408,0.132911,7.377724647521973,867.809742974,7.2557408809661865
