MinReturn,ItrTime,Perplexity,Entropy,AveragePolicyStd,Time,NumTrajs,StdReturn,MaxReturn,MaxKL,ExplainedVariance,LossBefore,AverageReturn,MeanKL,LossAfter,TotalExecTime
0.0,10.839864015579224,17.1557,2.84233,1.00326,10.839858770370483,20,505.445348183,1700.0,1.31766,0.588532284879,0.0137443,795.0,0.258371,-0.0226528,10.735461235046387
4600.0,10.524064779281616,17.3931,2.85607,1.01011,21.368180990219116,20,2831.88982837,14400.0,0.381284,0.355246714949,0.0203332,9320.0,0.14752,-0.0127948,10.467808246612549
14700.0,10.714509010314941,17.5708,2.86624,1.01517,32.0869140625,20,4212.51409493,30600.0,0.435461,0.656165062404,-0.0237839,22085.0,0.187635,-0.0668952,10.65258264541626
31600.0,10.689225912094116,17.3631,2.85435,1.00917,42.781355142593384,20,2144.8251677,39100.0,0.268673,0.909559844581,-0.0182605,34685.0,0.0501196,-0.0315921,10.650947093963623
400.0,10.754573822021484,17.2053,2.84522,1.00446,53.54040026664734,20,9805.62466139,37200.0,0.155463,0.835588267561,-0.0101344,27035.0,0.0550757,-0.0260758,10.667712926864624
31100.0,10.738958835601807,17.1184,2.84015,1.00187,64.2846040725708,20,2537.104649,39900.0,0.0717728,0.921593457183,-0.0323784,36090.0,0.0181903,-0.0376684,10.681603908538818
28000.0,10.754148483276367,16.8435,2.82396,0.993793,75.04448628425598,20,2799.15612283,39600.0,0.262403,0.89645182595,-0.0138716,35215.0,0.0748539,-0.033917,10.719539642333984
