LossAfter,Entropy,NumTrajs,MaxReturn,AveragePolicyStd,AverageReturn,MinReturn,ItrTime,LossBefore,ExplainedVariance,Perplexity,MeanKL,MaxKL,StdReturn,TotalExecTime,Time
-0.250924,2.8392,20,900.0,1.00066,80.0,0.0,14.915545463562012,0.00956897,0.179213458337,17.1021,1.48537,157.031,206.397674406,14.68154525756836,14.915538787841797
-0.142849,2.84877,20,300.0,1.0055,15.0,0.0,16.067472457885742,0.00564659,0.339510275061,17.2665,2.10441,178.813,65.3834841531,15.763630628585815,31.00280451774597
0.0257019,2.85159,20,300.0,1.00692,15.0,0.0,17.875909090042114,0.0117833,0.0706467495638,17.3153,0.385755,46.0195,65.3834841531,17.6538565158844,48.88635778427124
-0.00315932,2.85749,20,500.0,1.00992,65.0,0.0,17.608755350112915,-0.0127849,0.233711954723,17.4177,0.0750274,12.5448,158.981130956,17.30762028694153,66.50276517868042
22.8344,2.85109,20,300.0,1.00669,55.0,0.0,16.018310546875,-0.00101677,0.261519567828,17.3067,104.816,6199.68,111.691539518,15.833364009857178,82.52773809432983
-0.0,2.85058,20,0.0,1.00645,0.0,0.0,16.732835054397583,-0.0,1,17.2979,0.0,0.0,0.0,16.623579740524292,99.27690649032593
0.00476291,2.85058,20,600.0,1.00645,35.0,0.0,15.562341928482056,0.00547519,0.103871941676,17.2979,6.75002e-05,0.000691027,131.434394281,15.466776609420776,114.88420104980469
