Perplexity,LossBefore,TotalExecTime,MeanKL,AveragePolicyStd,ItrTime,AverageReturn,Entropy,Time,LossAfter,MaxReturn,MaxKL,StdReturn,MinReturn,NumTrajs,ExplainedVariance
13.0471,0.016404,12.18011212348938,0.718283,0.87453,12.41846489906311,1675.0,2.56857,12.418458700180054,-0.0632219,3500.0,3.84461,957.013584021,600.0,20,0.310030537999
13.2629,-0.017082,12.230229139328003,0.0481133,0.88186,12.428317308425903,21345.0,2.58497,24.851012706756592,-0.0292555,22400.0,0.108185,681.524027456,19800.0,20,0.981313074135
13.1501,-0.0167422,11.167519807815552,0.00461818,0.877981,11.202334642410278,21635.0,2.57643,36.056899309158325,-0.0204886,22300.0,0.0207271,585.042733482,20200.0,20,0.986545564205
13.0405,-0.00784055,11.184924602508545,0.00322049,0.87422,11.270376682281494,21675.0,2.56806,47.35083627700806,-0.0107447,22300.0,0.0282765,508.797602196,20500.0,20,0.987862484288
12.9895,-0.0103926,11.857569456100464,0.0260591,0.872336,11.956586122512817,21845.0,2.56414,59.313570499420166,-0.0179961,22300.0,0.099707,269.211812519,21400.0,20,0.992370723457
12.9222,-0.0227534,12.306950092315674,0.0210628,0.869971,12.369861364364624,21625.0,2.55894,71.6889157295227,-0.0349162,22400.0,0.11944,528.086167211,20300.0,20,0.987949825434
12.776,0.0101585,12.191036701202393,0.00486322,0.864967,12.284311532974243,21770.0,2.54757,84.00911068916321,0.004689,22200.0,0.0827442,313.209195267,21100.0,20,0.992062876367
