MaxReturn,LossBefore,MinReturn,AverageReturn,Entropy,ExplainedVariance,MaxKL,Time,TotalExecTime,NumTrajs,StdReturn,ItrTime,MeanKL,Perplexity,LossAfter,AveragePolicyStd
6700.0,0.00309405,0.0,3140.0,2.7007,0.165202672357,0.950067,19.03763246536255,18.90708565711975,20,1696.87948894,19.037638664245605,0.332191,14.8902,-0.0481054,0.935103
41900.0,-0.0138346,35200.0,39355.0,2.7038,0.94632007664,0.469246,38.0731360912323,18.956883907318115,20,1664.77475954,19.032713890075684,0.104658,14.9363,-0.0378354,0.9365
42600.0,-0.0101283,39400.0,41200.0,2.69688,0.969442971926,0.110107,57.68733525276184,19.572774410247803,20,750.999334221,19.610918521881104,0.0101066,14.8334,-0.0158473,0.933032
42500.0,-0.000153575,0.0,39200.0,2.69181,0.872654947434,0.00853135,76.96074771881104,19.232592344284058,20,9038.47332241,19.26866888999939,0.00141173,14.7584,-0.00141331,0.930608
42400.0,-0.00969682,39300.0,41375.0,2.69174,0.977123934084,0.0699359,96.94982719421387,19.775912761688232,20,844.911237942,19.984201908111572,0.0112913,14.7573,-0.0145705,0.930606
42400.0,-0.00956096,40800.0,41515.0,2.68689,0.97740063843,0.0684702,116.65786027908325,19.452319860458374,20,461.817063349,19.655834674835205,0.00855619,14.6859,-0.0132443,0.928184
42500.0,-0.00666564,39100.0,41350.0,2.68211,0.980110773905,0.124227,135.41377878189087,18.622037649154663,20,769.740215917,18.750324964523315,0.015832,14.6159,-0.0121138,0.926012
