LossAfter,MeanKL,TotalExecTime,AveragePolicyStd,Entropy,MaxKL,ExplainedVariance,StdReturn,Perplexity,AverageReturn,Time,MaxReturn,LossBefore,ItrTime,NumTrajs,MinReturn
-0.0,0.0,19.185570001602173,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,19.295677423477173,0.0,-0.0,19.29568576812744,20,0.0
-0.0,0.0,19.713120937347412,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,39.10037660598755,0.0,-0.0,19.80117630958557,20,0.0
-0.0,0.0,18.906029224395752,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,58.094281911849976,0.0,-0.0,18.97544240951538,20,0.0
-0.0,0.0,18.51460909843445,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,76.71406054496765,0.0,-0.0,18.614057064056396,20,0.0
-0.0,0.0,19.39164972305298,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,96.19862103462219,0.0,-0.0,19.459568977355957,20,0.0
-0.0,0.0,18.914626359939575,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,115.18154692649841,0.0,-0.0,18.979445219039917,20,0.0
-0.0,0.0,20.447797536849976,0.92455,2.67957,0.0,1,0.0,14.5788,0.0,135.93596005439758,0.0,-0.0,20.74963092803955,20,0.0
