StdReturn,Perplexity,AveragePolicyStd,ExplainedVariance,MaxReturn,NumTrajs,AverageReturn,Entropy,LossAfter,MeanKL,ItrTime,TotalExecTime,MaxKL,LossBefore,Time,MinReturn
2062.3030209,5.67789,0.58088,0.346619326128,7700.0,40,1387.5,1.73658,-0.0414187,0.341541,5.360244512557983,5.287589073181152,1.0775,0.0191504,5.3602378368377686,0.0
2722.03508427,5.78767,0.586918,0.512877611819,7000.0,40,2055.0,1.75573,0.000963092,0.00447299,5.690408945083618,5.583876132965088,0.0875067,0.00774446,11.05765676498413,0.0
2517.7122552,5.81012,0.587914,0.48059749644,7300.0,40,1375.0,1.7596,-0.0508597,0.289319,5.250286340713501,5.196241140365601,0.719092,-0.00654893,16.311907052993774,0.0
1753.20955678,5.79113,0.586999,0.414679611865,7600.0,40,2822.5,1.75633,-0.0403008,0.0846582,5.392557144165039,5.341392278671265,0.186833,-0.015413,21.709715843200684,0.0
2683.25245737,5.74667,0.585049,0.543515403508,7500.0,40,3937.5,1.74862,0.0109473,0.0276906,6.080493450164795,5.978534698486328,0.328775,0.0273002,27.808556079864502,0.0
2586.73418619,5.82565,0.589221,0.616057732682,7800.0,40,4692.5,1.76227,-0.0701252,0.230646,5.4675986766815186,5.3802807331085205,1.14449,-0.00377704,33.27926182746887,0.0
834.112552357,5.81466,0.588429,0.774784346411,6100.0,40,4397.5,1.76038,-0.186727,0.56412,5.521875381469727,5.460739374160767,1.11633,-0.0577888,38.80609202384949,2600.0
