AveragePolicyStd,ExplainedVariance,LossAfter,MaxReturn,MinReturn,Perplexity,MeanKL,ItrTime,AverageReturn,NumTrajs,MaxKL,Entropy,Time,LossBefore,StdReturn,TotalExecTime
0.87453,0.414906259599,-0.113211,15700.0,4500.0,13.0471,0.660762,13.205546617507935,10040.0,20,1.48655,2.56857,13.205538749694824,-0.00564972,2854.18990258,12.923774480819702
0.87219,0.988966899991,-0.023309,22100.0,20100.0,12.9736,0.0294107,15.765905857086182,21550.0,20,0.0634949,2.56292,28.985070943832397,-0.0155732,470.63786503,15.570860862731934
0.868627,0.991356543784,-0.0267116,22000.0,20500.0,12.873,0.00335118,15.015971660614014,21650.0,20,0.03867,2.55513,44.00799775123596,-0.0231013,364.005494464,14.96932315826416
0.863566,0.992035374723,-0.0036664,22100.0,21100.0,12.7252,0.00959969,14.011006116867065,21665.0,20,0.0482716,2.54358,58.03470420837402,-0.000721157,288.57408061,13.829192876815796
0.863267,0.99239008244,-0.019148,22200.0,21200.0,12.7206,0.0657042,13.157179117202759,21735.0,20,0.191912,2.54322,71.19558835029602,-0.0077642,235.10635891,13.097415924072266
0.861526,0.992778442233,-0.0201108,22300.0,21200.0,12.6713,0.00799634,12.974058151245117,21870.0,20,0.0656244,2.53934,84.19630885124207,-0.0161473,260.959767014,12.939929962158203
0.858002,0.992237355284,2.88337e-06,22200.0,20700.0,12.5694,0.0176337,13.05695915222168,21635.0,20,0.0429473,2.53127,97.26820778846741,0.00721214,321.364279284,13.021306037902832
