Entropy,AverageReturn,TotalExecTime,MeanKL,ItrTime,Perplexity,LossAfter,LossBefore,NumTrajs,MaxKL,Time,ExplainedVariance,AveragePolicyStd,StdReturn,MinReturn,MaxReturn
2.72206,90.0,4.76784873008728,0.0935659,4.812630653381348,15.2117,0.0164317,0.0363963,20,0.222952,4.8126280307769775,0.031339462262,0.947542,392.300904919,0.0,1800.0
2.75846,475.0,4.284744024276733,0.044548,4.338446378707886,15.7755,-0.0394205,-0.0209623,20,0.122603,9.153630495071411,0.088828255633,0.965713,599.061766431,0.0,2100.0
2.74798,8265.0,4.7787675857543945,0.153304,4.8135082721710205,15.611,-0.0608216,-0.00203489,20,0.257751,13.973792791366577,0.294318141203,0.961276,4029.05385916,1600.0,17200.0
2.74696,21180.0,4.764763593673706,0.015911,4.798588275909424,15.5951,-0.0328893,-0.0231702,20,0.37309,18.777498722076416,0.934129149716,0.960822,1920.83315257,13400.0,22700.0
2.73537,21420.0,4.6901609897613525,0.0443268,4.732038974761963,15.4155,-0.0558894,-0.0393025,20,0.209634,23.516865491867065,0.972359701174,0.955509,920.651942919,19600.0,22600.0
2.71572,22165.0,4.699828147888184,0.0415159,4.743916273117065,15.1155,-0.0276253,-0.0160538,20,0.69145,28.270383834838867,0.993028449626,0.946741,378.516842426,21000.0,22700.0
2.7077,20915.0,4.791096448898315,0.00920476,4.845638990402222,14.9947,-0.00154752,0.00612014,20,0.115162,33.120139360427856,0.85250188289,0.943214,4846.16085164,0.0,22700.0
