MaxKL,StdReturn,AveragePolicyStd,Entropy,Perplexity,Time,NumTrajs,MeanKL,AverageReturn,MaxReturn,LossAfter,LossBefore,ItrTime,TotalExecTime,MinReturn,ExplainedVariance
3.81349,90.0,0.930467,2.69307,14.777,7.438345432281494,20,0.184828,30.0,300.0,-0.0472051,-0.00748085,7.43834924697876,7.373852729797363,0.0,0.0926303934435
1.78487,3377.46576593,0.926987,2.68559,14.6669,14.919018030166626,20,0.197818,6015.0,12500.0,-0.0401355,0.0176639,7.474240779876709,7.419939756393433,1100.0,0.255527638091
0.575878,675.18515979,0.930999,2.69442,14.797,22.338780879974365,20,0.054535,20675.0,21800.0,-0.0116464,0.00561181,7.415647268295288,7.366403341293335,19000.0,0.976402942925
0.998423,770.0,0.932272,2.69723,14.8386,29.781562089920044,20,0.112823,20890.0,21900.0,-0.0482019,-0.0180197,7.438356399536133,7.387405872344971,19000.0,0.974491448249
0.321672,776.707795764,0.928191,2.68822,14.7055,36.9579222202301,20,0.0382132,20715.0,21900.0,-0.0455575,-0.0311853,7.167972564697266,7.133337736129761,18900.0,0.968283517226
0.32448,725.258574579,0.92086,2.67263,14.478,44.26209330558777,20,0.0413355,21100.0,22100.0,-0.0223271,-0.0103984,7.296568870544434,7.2519307136535645,19900.0,0.976959316605
0.276643,336.303434416,0.918555,2.66743,14.4029,51.45414972305298,20,0.0167182,21270.0,22100.0,-0.00321895,0.0048654,7.1886279582977295,7.14118766784668,20800.0,0.990901741304
