ExplainedVariance,TotalExecTime,AveragePolicyStd,LossAfter,Time,LossBefore,MeanKL,NumTrajs,StdReturn,MaxReturn,Entropy,AverageReturn,ItrTime,MinReturn,MaxKL,Perplexity
1,11.62019395828247,0.930467,-0.0,11.765280723571777,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.765287160873413,0.0,0.0,14.777
1,11.039241790771484,0.930467,-0.0,22.870627403259277,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.09874176979065,0.0,0.0,14.777
1,11.568883419036865,0.930467,-0.0,34.59903383255005,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.716978788375854,0.0,0.0,14.777
1,11.458657503128052,0.930467,-0.0,46.09583640098572,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.49242377281189,0.0,0.0,14.777
1,11.710511445999146,0.930467,-0.0,57.89602565765381,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.794698476791382,0.0,0.0,14.777
1,11.640308141708374,0.930467,-0.0,69.59853410720825,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.692172288894653,0.0,0.0,14.777
1,11.593000888824463,0.930467,-0.0,81.3468074798584,-0.0,0.0,20,0.0,0.0,2.69307,0.0,11.730748176574707,0.0,0.0,14.777
