Perplexity,TotalExecTime,StdReturn,MeanKL,Entropy,ItrTime,Time,MinReturn,NumTrajs,LossBefore,MaxKL,AverageReturn,ExplainedVariance,LossAfter,AveragePolicyStd,MaxReturn
17.1872,8.401601314544678,65.3834841531,0.0211518,2.84416,8.490180253982544,8.490174770355225,0.0,20,-0.0055379,0.121609,15.0,0.0441443010642,-0.0169758,1.0032,300.0
17.0922,9.376928567886353,90.0,0.0157402,2.83862,9.497782230377197,17.992821216583252,0.0,20,-0.0171962,0.0492641,30.0,0.0341718216437,-0.0237262,1.0004,300.0
16.9459,9.863099336624146,450.555213043,0.0187282,2.83003,9.90985369682312,27.905011415481567,0.0,20,-0.0124855,0.0592941,200.0,0.0460361477461,-0.0202272,0.996119,1400.0
16.8405,6.0118701457977295,774.338427304,0.0519994,2.82378,6.044127702713013,33.95352840423584,0.0,20,-0.00357424,0.141756,780.0,0.172530157957,-0.0203015,0.993026,2700.0
16.8104,6.065521955490112,2407.6959941,0.0383829,2.822,6.15406608581543,40.123868227005005,200.0,20,0.0263847,0.0936398,3800.0,0.165455652538,0.0126945,0.992107,9500.0
17.0336,6.4815123081207275,2971.61151566,0.014446,2.83519,6.549068450927734,46.67839813232422,1100.0,20,-0.0280382,0.0512904,6645.0,0.326178453971,-0.0327599,0.998659,10400.0
16.7965,6.319372892379761,3145.77494427,0.0691225,2.82117,6.359602689743042,53.04303240776062,200.0,20,-0.0267154,0.182291,5010.0,0.207847800475,-0.0480283,0.991681,11200.0
