MinReturn,ItrTime,AverageReturn,MeanKL,Perplexity,StdReturn,LossBefore,TotalExecTime,MaxKL,ExplainedVariance,Time,Entropy,AveragePolicyStd,MaxReturn,LossAfter,NumTrajs
0.0,7.549061298370361,807.5,0.903496,16.3558,495.170425207,0.00411031,7.475472450256348,22.8647,0.28617085813,7.549055814743042,2.79458,0.982009,1900.0,-0.0951733,40
300.0,7.238693475723267,2490.0,0.075634,16.4232,1175.32974097,-0.022117,7.16581654548645,3.76926,0.43646971945,14.794209241867065,2.79869,0.983927,4900.0,-0.0558988,40
0.0,7.329254150390625,1955.0,0.0893678,16.2426,1263.71476212,-0.0171881,7.290266036987305,23.0086,0.349140236253,22.127790689468384,2.78764,0.978005,4700.0,-0.0438894,40
0.0,7.175155162811279,2545.0,0.148758,16.1036,1074.23228401,-0.0386126,7.126757383346558,15.7603,0.490258589584,29.3083016872406,2.77904,0.973365,4400.0,-0.0715019,40
0.0,7.124584913253784,2785.0,0.294343,15.7957,1248.70933367,-0.00735912,7.078273773193359,156.325,0.471818873416,36.44024872779846,2.75973,0.963964,5100.0,-0.0337579,40
0.0,7.815360069274902,3285.0,0.0688067,15.7376,1572.98283525,0.0241961,7.755940914154053,3.0164,0.546668852402,44.26073670387268,2.75605,0.961707,5800.0,-0.00265059,40
1600.0,7.433192491531372,3477.5,0.136898,15.9292,1046.5389386,-0.0320537,7.3870556354522705,3.43973,0.63873250376,51.70220446586609,2.76815,0.967178,6300.0,-0.0680027,40
