LossAfter,MaxKL,LossBefore,MeanKL,Perplexity,MaxReturn,Entropy,ExplainedVariance,ItrTime,StdReturn,TotalExecTime,Time,NumTrajs,AverageReturn,MinReturn,AveragePolicyStd
-0.0510956,0.551157,-0.0208865,0.105527,15.4937,700.0,2.74043,0.316881359955,5.561739921569824,205.60885195,5.490636110305786,5.561735153198242,20,165.0,0.0,0.95435
-0.0496864,0.525499,-0.0047841,0.130056,15.1734,5700.0,2.71955,0.340689858402,5.644289970397949,1746.96880338,5.580502271652222,11.211333274841309,20,2590.0,200.0,0.944701
-0.0613387,0.189169,-0.0280503,0.107512,15.1372,20800.0,2.71715,0.836909309184,5.668339729309082,2102.68281013,5.633574724197388,16.8838210105896,20,18535.0,12200.0,0.943431
-0.0234765,0.1343,-0.0133321,0.0447197,14.9264,22100.0,2.70313,0.979132251208,5.608845233917236,719.357352086,5.577040672302246,22.49899673461914,20,20895.0,19500.0,0.936963
-0.0359629,0.343534,-0.0150479,0.0847328,14.8272,22100.0,2.69646,0.980485772467,5.498494386672974,727.598790543,5.450029373168945,28.00657820701599,20,21040.0,18900.0,0.933967
-0.00923144,0.235641,0.00417369,0.0544978,14.7161,22000.0,2.68894,0.981491921993,5.729031801223755,702.210794562,5.688252925872803,33.74064064025879,20,20830.0,19200.0,0.930726
0.00130281,0.0369468,0.00503656,0.00735426,14.7468,22000.0,2.69103,0.992275454511,5.8234429359436035,269.211812519,5.780353546142578,39.57270359992981,20,21445.0,20900.0,0.932032
