Perplexity,MinReturn,Entropy,LossBefore,Time,ExplainedVariance,MaxKL,NumTrajs,LossAfter,TotalExecTime,MeanKL,MaxReturn,AveragePolicyStd,AverageReturn,ItrTime,StdReturn
16.3558,1200.0,2.79458,-0.017566,7.376101493835449,0.584156770628,156.133,40,-0.208766,7.273245096206665,1.76288,3700.0,0.982009,2575.0,7.376106023788452,690.561365847
16.071,0.0,2.77702,0.0199697,14.719104290008545,0.485352425868,4.4052,40,-0.0367779,7.251091718673706,0.190394,4800.0,0.973258,1277.5,7.338247537612915,1437.61738651
16.2323,0.0,2.787,-0.0192161,22.2031409740448,0.488117539741,13.6265,40,-0.069974,7.442786455154419,0.202825,5800.0,0.977713,1885.0,7.48093318939209,1829.69259713
16.0771,100.0,2.77739,-0.0135645,30.091779708862305,0.624642735353,14.5221,40,-0.0464751,7.787827253341675,0.120813,5500.0,0.973218,3395.0,7.879235029220581,1514.09213722
15.9684,1000.0,2.77061,-0.0105973,37.304272413253784,0.687209857136,3.52663,40,-0.0335562,7.129828929901123,0.0551527,5900.0,0.969771,3967.5,7.206728219985962,1123.47396499
15.884,400.0,2.76531,-0.0349893,44.487077474594116,0.710674614413,49.5856,40,-0.0661938,7.11338210105896,0.125658,5600.0,0.966822,3912.5,7.176851511001587,1021.07480137
15.6085,100.0,2.74782,-0.0379257,51.81815695762634,0.65302563568,3.15037,40,-0.0987323,7.278058767318726,0.227795,5500.0,0.958079,3730.0,7.318968057632446,1405.91607146
