MaxReturn,MeanKL,MinReturn,AveragePolicyStd,MaxKL,Time,ExplainedVariance,AverageReturn,StdReturn,LossAfter,TotalExecTime,ItrTime,LossBefore,Entropy,NumTrajs,Perplexity
0.0,0.0,0.0,1.00568,0.0,17.053917407989502,1,0.0,0.0,-0.0,16.80086064338684,17.053922414779663,-0.0,2.849,20,17.2706
0.0,0.0,0.0,1.00568,0.0,32.98697900772095,1,0.0,0.0,-0.0,15.789045333862305,15.928569316864014,-0.0,2.849,20,17.2706
0.0,0.0,0.0,1.00568,0.0,50.34461283683777,1,0.0,0.0,-0.0,17.140149116516113,17.347522258758545,-0.0,2.849,20,17.2706
1200.0,0.000232107,0.0,1.00568,0.0395184,68.67785787582397,0.162641279378,95.0,278.343313194,-0.0134392,18.170231103897095,18.32687997817993,-0.0129069,2.849,20,17.2706
100.0,11.7468,0.0,1.0024,819.911,85.19598603248596,0.0606392997921,5.0,21.7944947177,0.88399,16.2998366355896,16.461477518081665,-0.00339131,2.84255,20,17.1595
0.0,0.0,0.0,1.00159,0.0,100.48822498321533,1,0.0,0.0,-0.0,15.18045949935913,15.28149127960205,-0.0,2.84085,20,17.1304
200.0,0.00028122,0.0,1.00159,0.0130913,112.70118451118469,0.174747013908,10.0,43.5889894354,0.0183785,12.15592336654663,12.209514856338501,0.0191582,2.84085,20,17.1304
