AverageReturn,StdReturn,TotalExecTime,ExplainedVariance,ItrTime,Perplexity,MinReturn,MaxReturn,MeanKL,Time,Entropy,LossBefore,LossAfter,AveragePolicyStd,NumTrajs,MaxKL
5.0,21.7944947177,16.61940908432007,0.229111392153,16.93531894683838,17.1021,0.0,100.0,7.9974,16.93531370162964,2.8392,0.00327934,0.443313,1.00066,20,945.224
15.0,65.3834841531,15.858581781387329,0.0739573003743,16.06465196609497,17.1583,0.0,300.0,12.0483,33.01141691207886,2.84248,0.000152297,-0.496854,1.00231,20,669.858
95.0,333.878720496,16.104068279266357,0.359547439655,16.25652551651001,17.1596,0.0,1500.0,90.9888,49.3150155544281,2.84256,0.0212552,12.6631,1.00234,20,4531.36
0.0,0.0,16.131059169769287,1,16.351025104522705,17.3429,0.0,0.0,0.0,65.67471766471863,2.85318,-0.0,-0.0,1.00771,20,0.0
0.0,0.0,12.902447938919067,1,13.046998739242554,17.3429,0.0,0.0,0.0,78.72596502304077,2.85318,-0.0,-0.0,1.00771,20,0.0
0.0,0.0,15.925761938095093,1,16.08047389984131,17.3429,0.0,0.0,0.0,94.8306097984314,2.85318,-0.0,-0.0,1.00771,20,0.0
10.0,43.5889894354,15.57170033454895,0.0426155488827,15.759592533111572,17.3429,0.0,200.0,0.181293,110.62174677848816,2.85318,0.00245526,-0.031052,1.00771,20,14.526
