Entropy,TotalExecTime,NumTrajs,Perplexity,MinReturn,AverageReturn,LossBefore,ExplainedVariance,ItrTime,LossAfter,MaxReturn,StdReturn,AveragePolicyStd,MeanKL,MaxKL,Time
2.56857,6.424878835678101,20,13.0471,0.0,330.0,0.0257346,0.27048941801,6.527015924453735,-0.0799028,1400.0,476.550102298,0.87453,0.394762,3.17527,6.527012586593628
2.5943,6.302993297576904,20,13.3873,1000.0,1185.0,0.0044242,0.944805121646,6.392277240753174,-0.00366557,1400.0,110.792599031,0.885927,0.0134381,0.104959,12.944778442382812
2.59652,6.479182004928589,20,13.4169,1000.0,1190.0,0.00888793,0.946387071902,6.52718710899353,0.00389228,1400.0,126.095202129,0.886843,0.00541653,0.0629154,19.47591996192932
2.60096,6.588566541671753,20,13.4767,1100.0,1260.0,0.00382454,0.95617455247,6.6472673416137695,-0.000280745,1400.0,96.9535971483,0.888949,0.00531484,0.0539423,26.144218921661377
2.60287,6.855575799942017,20,13.5025,1100.0,1280.0,-0.0184753,0.95622952177,6.911002159118652,-0.0218757,1400.0,92.736184955,0.88994,0.00436097,0.0272491,33.06025004386902
2.59364,6.284537076950073,20,13.3783,1100.0,1265.0,0.00307311,0.957145692241,6.365351676940918,-0.00521472,1400.0,85.2936105462,0.885817,0.0127189,0.0815236,39.43658447265625
2.59517,5.681344032287598,20,13.3989,1100.0,1300.0,-0.0108951,0.949659746072,5.7597315311431885,-0.0268676,1500.0,104.880884817,0.886651,0.0328903,0.130711,45.200578927993774
