LossBefore,Perplexity,LossAfter,MaxReturn,AveragePolicyStd,ExplainedVariance,Time,TotalExecTime,MaxKL,Entropy,MinReturn,NumTrajs,MeanKL,ItrTime,StdReturn,AverageReturn
-0.0190515,14.1457,-0.0846818,22100.0,0.917354,0.923229812371,11.419960975646973,11.317659854888916,1.30888,2.64941,16000.0,20,0.438219,11.419966697692871,1608.99813549,19725.0
-0.028478,13.8788,-0.0692866,23100.0,0.908348,0.842443385509,22.24859857559204,10.703795671463013,0.994335,2.63036,14200.0,20,0.170063,10.822963953018188,2573.22754532,19550.0
-0.0187473,13.6826,-0.0322133,23100.0,0.901945,0.966324096647,33.405980348587036,11.095441579818726,0.250446,2.61612,18500.0,20,0.0308682,11.150325536727905,1149.55426144,21795.0
-0.0183797,13.5549,-0.0441612,22500.0,0.897806,0.905350888957,44.565988302230835,11.102106094360352,0.274074,2.60675,17000.0,20,0.0796184,11.1540846824646,1707.3371079,20600.0
0.00209202,13.4309,-0.00555715,23200.0,0.894262,0.966103817985,55.89780902862549,11.217363595962524,0.136172,2.59756,20100.0,20,0.0199161,11.312681913375854,1081.33019934,22035.0
-0.0130046,13.445,-0.0219707,23200.0,0.894583,0.985658179147,67.78697490692139,11.78779649734497,0.17269,2.59861,20800.0,20,0.021801,11.878736734390259,662.11781429,22340.0
-0.0214139,13.3578,-0.0489778,23200.0,0.891244,0.963787152806,79.5286660194397,11.690237045288086,0.561513,2.5921,19200.0,20,0.0656454,11.736297845840454,1170.08546696,21970.0
