0MinReturn,0PolicyExecTime,1ExplainedVariance,1EnvExecTime,MeanKLBefore,Time,0Perplexity,1ProcessExecTime,1AveragePolicyStd,ComputeUpdatedDistTime,MeanKL,0MaxReturn,0NumTrajs,0EnvExecTime,1AverageReturn,1PolicyExecTime,1StdReturn,1MaxReturn,1NumTrajs,0ExplainedVariance,LossBefore,0StdReturn,1Perplexity,dLoss,1MinReturn,ItrTime,1Entropy,0Entropy,0AveragePolicyStd,0ProcessExecTime,LossAfter,0AverageReturn
0.0,7.30954647064209,0.0996365439054,25.590845346450806,-8.32667268469e-16,5175.960077047348,12.7281,0.8743162155151367,0.866159,0.33634495735168457,0.00691170059144,20600.0,400,25.413981914520264,5964.25,28.148594856262207,7164.97361736,21500.0,400,0.0326266509787,-3.66708330368e-10,5563.28533782,12.7945,0.00521130450652,0.0,95.96795105934143,2.54901,2.54382,0.86393,0.8635821342468262,-0.00521130487323,2992.5
0.0,7.128719806671143,0.0718257030828,25.215997457504272,-2.98023050682e-09,5269.798324584961,12.6422,0.9038517475128174,0.860269,0.35367393493652344,0.00620248122141,22100.0,400,24.699656009674072,3852.0,28.22407865524292,5221.55589839,21700.0,400,0.0304746684402,-2.09547601493e-10,5337.63743968,12.6164,0.00366539789829,0.0,92.45288038253784,2.53499,2.53704,0.861133,0.913830041885376,-0.00366539810784,2921.25
0.0,8.521194219589233,0.176394770459,25.52195644378662,-2.60770138816e-09,5365.425717115402,12.9342,0.8648641109466553,0.871357,0.37810492515563965,0.00641324184835,22200.0,400,25.518763065338135,6518.75,28.68655514717102,7387.07813939,22200.0,400,0.0437215662711,-1.59488999785e-09,6947.68320647,12.9501,0.00536423994927,0.0,95.6224205493927,2.56111,2.55988,0.870882,0.8943581581115723,-0.00536424154416,4421.75
0.0,10.719125509262085,0.130377150418,25.490559577941895,-7.45058070795e-10,5461.21860909462,12.954,0.8554031848907471,0.872668,0.34415745735168457,0.00832806807011,21900.0,400,24.946133852005005,7091.5,26.699424266815186,7582.98277395,20900.0,400,0.0281939708874,-6.05359651296e-10,5338.28996496,12.9874,0.00309136216529,0.0,95.02226972579956,2.56398,2.5614,0.871515,0.8838567733764648,-0.00309136277065,2785.5
0.0,10.566731691360474,0.121705143889,25.631540060043335,-7.45056960572e-10,5560.826545715332,13.209,0.8641602993011475,0.880881,0.37210750579833984,0.00997895374894,21800.0,400,25.184085845947266,7039.75,27.949689626693726,8447.88701022,22800.0,400,0.0292790282526,1.10594644553e-10,5357.74018944,13.2402,0.00419565766933,0.0,99.6015613079071,2.58326,2.5809,0.879824,0.8984377384185791,-0.00419565755874,2909.75
0.0,8.625876426696777,0.108130391227,25.71276569366455,3.72528896619e-09,5656.742742776871,13.3461,0.861607551574707,0.886339,0.3689455986022949,0.00997803360224,21000.0,400,25.109569787979126,7240.75,28.76929259300232,7402.41274434,22300.0,400,0.0315726555953,1.04628272712e-09,4035.84315076,13.4055,0.00566130888037,0.0,95.22211527824402,2.59566,2.59123,0.884358,0.8533358573913574,-0.00566130783409,2190.25
0.0,8.443119764328003,0.14396453373,25.587191104888916,-9.68576241434e-09,5751.328502178192,13.5163,0.8590655326843262,0.890391,0.36411094665527344,0.00659506535158,22300.0,400,25.05266308784485,8565.75,28.283961534500122,8494.84560999,21900.0,400,0.0572781245156,-8.67294125406e-10,7281.23545492,13.5303,0.00442028424586,0.0,94.58084154129028,2.60493,2.6039,0.889892,0.9209749698638916,-0.00442028511316,5414.5
0.0,8.585185050964355,0.142533864164,25.57952904701233,3.72528852211e-09,5846.673563480377,13.3975,0.8603706359863281,0.887902,0.33994388580322266,0.00995113607496,19600.0,400,24.828351259231567,6006.25,28.62040066719055,7998.94280124,22100.0,400,0.0315208650481,2.19733919948e-09,4907.75282079,13.4591,0.00415550764592,0.0,94.62651109695435,2.59965,2.59507,0.885863,0.8471200466156006,-0.00415550544858,2603.5
0.0,11.199165344238281,0.174208272606,25.60387134552002,-1.04308117699e-08,5942.675875663757,13.3587,0.9068624973297119,0.88429,0.3415098190307617,0.00690937740728,20900.0,400,25.259486198425293,7403.0,26.64334201812744,8367.6185979,22400.0,400,0.0278951125283,1.38970790431e-09,4822.90109789,13.3537,0.00382617837022,0.0,95.99736428260803,2.59179,2.59216,0.884418,0.912280797958374,-0.00382617698051,2455.0
0.0,9.578301191329956,0.121109764735,25.616435766220093,3.72529007642e-09,6041.850318670273,13.3323,0.8942646980285645,0.884604,0.3371868133544922,0.00840391870588,22400.0,400,24.924859285354614,9096.75,28.298077821731567,8246.70627811,22600.0,400,0.0230246982807,-5.09320363662e-12,4780.70548533,13.3627,0.00543522322041,0.0,98.47752618789673,2.59247,2.59019,0.883555,0.8697309494018555,-0.0054352232255,2139.75
