Perplexity,LossBefore,ItrTime,AveragePolicyStd,MeanKL,LossAfter,MaxReturn,MaxKL,Time,StdReturn,Entropy,ExplainedVariance,MinReturn,AverageReturn,TotalExecTime,NumTrajs
13.0471,0.00263944,12.66635775566101,0.87453,0.875019,-0.13519,8700.0,2.44283,12.666350841522217,2726.07318317,2.56857,0.222977856127,200.0,4055.0,12.54440951347351,20
13.0816,-0.00260701,11.861849069595337,0.875789,0.282362,-0.0647959,21000.0,0.555534,24.53478741645813,1458.58664467,2.57121,0.920574870048,16300.0,18845.0,11.801381587982178,20
13.0646,-0.0196241,11.631300687789917,0.875224,0.469344,-0.112559,21400.0,0.903284,36.17690968513489,1127.87410645,2.56991,0.941875003275,16300.0,19370.0,11.589354991912842,20
12.937,-0.0123706,11.959070444107056,0.870906,0.0191233,-0.0187689,21500.0,0.0478493,48.14721941947937,617.737808459,2.56009,0.983852609807,18900.0,20680.0,11.909399509429932,20
12.8573,-0.021749,11.646254539489746,0.867995,0.00337493,-0.025355,21300.0,0.0240876,59.79781746864319,435.057467468,2.55391,0.988753060717,19800.0,20865.0,11.61063528060913,20
12.7182,-0.0198687,11.577335834503174,0.863153,0.0171603,-0.0290558,21600.0,0.103612,71.37907242774963,346.229692545,2.54303,0.990585289413,20000.0,21075.0,11.530114889144897,20
12.5925,0.0119801,11.403368711471558,0.85875,0.00561238,0.00516056,21300.0,0.0940003,82.79012870788574,265.471279049,2.5331,0.991945963398,20200.0,20955.0,11.281147241592407,20
