AverageReturn,Perplexity,LossBefore,Entropy,TotalExecTime,MeanKL,ExplainedVariance,AveragePolicyStd,LossAfter,MaxReturn,MinReturn,NumTrajs,MaxKL,ItrTime,StdReturn,Time
0.0,14.5788,-0.0,2.67957,16.38378071784973,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,16.51147484779358,0.0,16.511467695236206
0.0,14.5788,-0.0,2.67957,15.211201906204224,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,15.282973289489746,0.0,31.809080839157104
0.0,14.5788,-0.0,2.67957,15.182406187057495,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,15.22340989112854,0.0,47.03944134712219
0.0,14.5788,-0.0,2.67957,14.651097536087036,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,14.704117059707642,0.0,61.75855231285095
0.0,14.5788,-0.0,2.67957,15.161012411117554,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,15.213164806365967,0.0,76.98145413398743
0.0,14.5788,-0.0,2.67957,15.463215112686157,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,15.511034488677979,0.0,92.51070499420166
0.0,14.5788,-0.0,2.67957,15.447895288467407,0.0,1,0.92455,-0.0,0.0,0.0,20,0.0,15.501720428466797,0.0,108.0199966430664
