AverageReturn,ItrTime,StdReturn,MaxKL,Perplexity,LossBefore,Time,Entropy,AveragePolicyStd,MaxReturn,MeanKL,MinReturn,NumTrajs,LossAfter,ExplainedVariance,TotalExecTime
142.5,6.1965742111206055,146.436846456,0.319068,5.67789,0.0214995,6.196568965911865,1.73658,0.58088,600.0,0.185668,0.0,40,-0.010179,0.100841815048,6.109476566314697
1740.0,6.031800270080566,636.710295189,1.22591,5.80128,-0.0111297,12.233918905258179,1.75808,0.585883,3300.0,0.5401,500.0,40,-0.139766,0.444703060092,5.982141494750977
2907.5,6.098199844360352,2634.42474745,0.608837,5.76909,0.0265519,18.340484857559204,1.75251,0.583877,7500.0,0.207463,0.0,40,-0.0166148,0.466764164339,6.051743268966675
5415.0,6.8517279624938965,692.296901625,0.302413,5.84619,-0.0567489,25.2009916305542,1.76579,0.587475,7100.0,0.183497,4100.0,40,-0.105785,0.878462380057,6.80861234664917
5995.0,6.098110675811768,1545.95439778,0.447451,5.68264,0.00240048,31.318374156951904,1.73742,0.57925,7800.0,0.0956526,1500.0,40,-0.0361322,0.775550763752,6.051703691482544
6770.0,6.181040287017822,486.929152958,0.429777,5.68946,-0.0530646,37.51976466178894,1.73862,0.579184,7600.0,0.203526,5300.0,40,-0.110075,0.965515577873,6.076266050338745
6770.0,6.056194305419922,1406.62717164,1.20648,5.54049,0.0319834,43.57973575592041,1.71208,0.571949,8100.0,0.245897,2700.0,40,-0.0516537,0.853315147876,6.007788181304932
